wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,controlHub_A,expansionHub_A,hub_total_A,floodgate_A
1780272251496,0.010,0.007,0.007,0.010,0.003,0.000,0.003,0.000,0.040,0.113,0.634,0.747,0.703
1780272251538,0.003,0.003,0.003,0.007,0.000,0.000,0.003,0.007,0.026,0.122,0.512,0.634,0.679
1780272251599,0.003,0.003,0.000,0.007,0.000,0.003,0.003,0.000,0.019,0.113,0.447,0.560,0.703
1780272251675,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.007,0.016,0.113,0.463,0.576,0.679
1780272251783,0.003,0.000,0.000,0.003,0.003,0.021,7.858,7.661,15.549,14.000,0.480,14.480,12.509
1780272251835,0.000,0.000,0.000,0.003,0.003,0.018,8.456,8.860,17.340,16.507,0.537,17.044,19.297
1780272251875,0.000,0.000,0.000,0.003,0.007,0.018,8.489,9.229,17.746,16.670,0.561,17.231,20.703
1780272251930,0.000,0.000,0.000,0.003,0.007,0.018,8.314,9.258,17.600,16.670,0.553,17.223,18.836
1780272251980,0.000,0.000,0.000,0.003,0.007,0.018,8.394,8.988,17.410,16.483,0.545,17.028,17.891
1780272252021,0.000,0.000,0.000,0.003,0.003,0.014,7.971,8.970,16.961,16.182,0.545,16.727,17.430
1780272252060,0.000,0.000,0.000,0.003,0.007,0.018,8.015,8.696,16.739,15.946,0.537,16.483,16.945
1780272252118,0.000,0.000,0.000,0.003,0.007,0.014,7.771,8.576,16.371,15.604,0.537,16.141,16.485
1780272252176,0.000,0.000,0.000,0.003,0.003,0.018,7.625,8.412,16.061,15.270,0.545,15.815,15.685
1780272252217,0.000,0.000,0.000,0.003,0.003,0.014,7.330,8.219,15.569,14.871,0.553,15.424,16.170
1780272252317,0.000,0.000,0.003,0.003,0.003,0.010,7.147,7.847,15.013,14.350,0.529,14.879,14.933
1780272252357,0.000,0.000,0.000,0.000,0.007,0.014,7.042,7.782,14.845,14.171,0.529,14.700,14.618
1780272252409,1.596,1.946,1.355,2.110,0.007,0.014,6.637,7.180,20.845,13.349,4.346,17.695,14.400
1780272252473,5.230,4.818,5.452,5.613,0.000,0.010,5.103,5.511,31.737,10.525,18.070,28.595,26.788
1780272252526,4.282,4.140,4.869,4.917,0.003,0.010,5.146,5.682,29.049,10.386,17.370,27.756,26.473
1780272252577,3.039,3.251,4.064,4.246,0.003,0.010,5.361,5.904,25.878,10.712,13.846,24.558,24.073
1780272252645,2.434,2.409,3.072,3.477,0.003,0.010,5.434,6.054,22.893,10.948,11.485,22.433,21.430
1780272252714,1.888,1.680,2.730,3.010,0.003,0.010,5.420,6.083,20.824,10.932,9.499,20.431,19.200
1780272252786,1.961,1.906,2.682,2.682,0.003,0.007,3.404,3.889,16.534,6.096,9.092,15.188,13.745
1780272252903,1.735,1.516,2.442,2.598,0.000,0.000,0.524,0.575,9.390,1.408,8.262,9.670,8.533
1780272252973,0.196,0.109,0.189,0.222,0.007,0.025,9.899,11.314,21.961,17.387,1.815,19.202,18.812
1780272253024,0.014,0.010,0.021,0.021,0.000,0.000,2.675,2.336,5.077,5.771,0.797,6.568,16.703
1780272253076,0.003,0.003,0.003,0.007,0.003,0.014,5.554,6.123,11.710,9.979,0.577,10.556,6.352
1780272253125,0.003,0.000,0.003,0.007,0.003,0.014,6.138,6.772,12.940,11.957,0.553,12.510,14.933
1780272253186,0.000,0.000,0.000,0.007,0.003,0.010,6.072,6.750,12.842,12.201,0.553,12.754,14.109
1780272253254,0.000,0.000,0.000,0.003,0.000,0.007,3.852,4.231,8.093,6.625,0.520,7.145,8.315
1780272253312,0.003,0.000,0.000,0.003,0.000,0.000,0.918,0.827,1.751,2.026,0.496,2.522,3.564
1780272253425,0.000,0.000,0.000,0.003,0.007,0.021,10.162,10.792,20.985,17.940,0.553,18.493,12.800
1780272253505,0.003,0.000,0.000,0.003,0.000,0.003,2.959,3.036,6.004,5.722,0.504,6.226,6.255
1780272253561,0.003,0.000,0.000,0.003,0.000,0.000,0.524,0.659,1.189,1.391,0.472,1.863,1.915
1780272253596,1.232,1.031,1.148,0.911,0.000,0.000,0.087,0.102,4.511,0.651,1.758,2.409,1.091
1780272253642,5.015,4.246,5.463,5.077,0.000,0.000,0.018,0.025,19.844,0.268,18.168,18.436,6.255
1780272253704,4.497,4.960,5.926,5.646,0.000,0.000,0.003,0.007,21.039,0.187,19.324,19.511,22.303
1780272253752,3.532,3.907,4.643,4.691,0.000,0.000,0.003,0.003,16.779,0.170,16.638,16.808,15.879
1780272253784,3.229,3.393,4.297,4.363,0.003,0.000,0.003,0.003,15.291,0.162,15.156,15.318,14.279
1780272253830,2.646,3.072,3.925,3.889,0.000,0.000,0.003,0.003,13.538,0.162,13.398,13.560,12.945
1780272253914,1.421,1.687,2.267,2.489,0.000,0.000,0.003,0.000,7.867,0.138,7.667,7.805,6.594
1780272253960,5.883,5.365,0.995,0.823,0.000,0.000,0.000,0.003,13.069,0.146,6.967,7.113,7.297
1780272254010,6.192,7.370,1.953,2.212,0.000,0.000,0.003,0.003,17.733,0.146,15.531,15.677,10.545
1780272254081,2.405,7.895,3.349,4.013,0.000,0.000,0.003,0.003,17.668,0.146,17.110,17.256,15.491
1780272254118,2.106,8.281,3.003,4.344,0.000,0.000,0.003,0.000,17.737,0.138,17.997,18.135,15.176
1780272254157,3.047,7.410,3.491,4.446,0.000,0.000,0.003,0.003,18.400,0.146,17.761,17.907,16.145
1780272254215,3.739,6.695,3.291,4.439,0.000,0.000,0.003,0.000,18.167,0.146,18.038,18.184,15.200
1780272254271,4.275,4.869,0.470,1.512,0.000,0.000,0.003,0.003,11.132,0.146,10.419,10.565,10.012
1780272254306,5.135,2.460,3.258,0.583,0.000,0.000,0.000,0.000,11.436,0.130,9.434,9.564,7.467
1780272254347,5.438,0.470,5.106,0.116,0.000,0.000,0.003,0.003,11.136,0.130,9.181,9.311,8.145
1780272254424,4.377,0.102,6.130,0.109,0.000,0.000,0.003,0.000,10.721,0.130,9.092,9.222,8.655
1780272254474,3.604,0.065,6.189,0.116,0.000,0.000,0.003,0.000,9.977,0.130,9.458,9.588,7.636
1780272254525,3.127,0.021,6.495,0.051,0.000,0.003,0.003,0.003,9.703,0.138,9.613,9.751,8.412
1780272254584,2.901,0.007,5.773,0.010,0.000,0.000,0.003,0.000,8.694,0.130,8.880,9.010,7.976
1780272254612,3.061,1.082,5.507,0.273,0.003,0.003,0.003,0.000,9.932,0.130,8.872,9.002,7.709
1780272254650,2.988,2.143,5.325,0.780,0.000,0.000,0.007,0.003,11.246,0.130,8.937,9.067,7.733
1780272254684,2.770,3.065,5.186,1.636,0.000,0.000,0.003,0.003,12.663,0.122,9.466,9.588,7.661
1780272254746,2.551,7.053,3.823,4.938,0.000,0.000,0.000,0.000,18.365,0.130,17.028,17.158,10.255
1780272254791,2.700,6.746,3.914,4.895,0.000,0.000,0.000,0.000,18.255,0.138,17.631,17.769,15.806
1780272254831,3.065,6.407,4.002,3.973,0.000,0.000,0.003,0.000,17.450,0.146,17.256,17.402,15.273
1780272254870,3.265,5.791,3.994,3.747,0.000,0.000,0.003,0.003,16.803,0.146,16.353,16.499,14.812
1780272254960,2.555,4.406,3.659,2.999,0.000,0.000,0.003,0.000,13.622,0.138,12.787,12.925,12.097
1780272255010,0.845,4.231,3.528,0.481,0.000,0.000,0.003,0.003,9.091,0.138,9.173,9.311,8.533
1780272255051,4.075,3.696,2.070,0.145,0.000,0.000,0.003,0.003,9.992,0.122,7.415,7.537,7.103
1780272255114,4.862,2.675,5.988,0.309,0.000,0.003,0.003,0.000,13.840,0.113,9.271,9.384,9.794
1780272255156,1.133,1.042,3.929,0.174,0.000,0.000,0.003,0.000,6.281,0.130,4.322,4.452,5.018
1780272255196,0.164,0.142,1.625,0.014,0.000,0.000,0.003,0.003,1.951,0.122,1.766,1.888,1.479
1780272255227,0.036,0.036,0.335,0.007,0.003,0.000,0.003,0.000,0.420,0.122,0.854,0.976,0.703
1780272255269,0.007,0.010,0.032,0.003,0.000,0.003,0.003,0.000,0.058,0.122,0.577,0.699,0.679
1780272255315,0.003,0.003,0.010,0.003,0.000,0.000,0.003,0.000,0.022,0.122,0.496,0.618,0.630
1780272255353,0.000,0.003,0.007,0.003,0.000,0.000,0.000,0.000,0.013,0.113,0.463,0.576,0.630
1780272255390,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.015,0.122,0.463,0.585,0.679
1780272255475,0.003,0.000,0.003,0.007,0.000,0.000,0.003,0.000,0.016,0.122,0.472,0.594,0.679
1780272255508,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.003,0.018,0.122,0.472,0.594,0.727
1780272255544,0.003,0.003,0.003,0.007,0.000,0.000,0.003,0.000,0.019,0.122,0.480,0.602,0.679
1780272255577,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.122,0.472,0.594,0.679
1780272255641,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.122,0.463,0.585,0.679
1780272255672,0.003,0.003,0.000,0.003,0.000,0.003,0.003,0.003,0.018,0.122,0.455,0.577,0.703
1780272255720,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.472,0.594,0.679
1780272255749,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.122,0.463,0.585,0.703
1780272255805,0.003,0.003,0.007,0.003,0.000,0.000,0.003,0.000,0.019,0.122,0.463,0.585,0.679
1780272255854,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.455,0.577,0.630
1780272255909,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.455,0.577,0.679
1780272256010,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.009,0.122,0.455,0.577,0.679
1780272256040,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.122,0.463,0.585,0.679
1780272256076,0.003,0.000,0.003,0.003,0.003,0.000,0.003,0.003,0.018,0.122,0.463,0.585,0.679
1780272256108,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.006,0.130,0.447,0.577,0.679
1780272256172,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.455,0.577,0.679
1780272256245,0.000,0.000,0.000,0.003,0.007,0.018,7.326,7.906,15.260,11.721,0.512,12.233,5.673
1780272256282,0.000,0.000,0.000,0.000,0.007,0.018,8.139,8.689,16.853,15.026,0.520,15.546,16.800
1780272256323,0.000,0.000,0.000,0.003,0.007,0.014,7.957,8.558,16.539,15.506,0.529,16.035,17.358
1780272256368,0.000,0.000,0.003,0.003,0.003,0.018,7.782,8.172,15.981,15.156,0.545,15.701,19.127
1780272256403,0.000,0.000,0.000,0.000,0.007,0.014,7.672,8.175,15.868,14.993,0.545,15.538,18.642
1780272256447,0.000,0.000,0.000,0.003,0.007,0.014,7.709,8.186,15.919,15.050,0.545,15.595,17.382
1780272256537,2.839,2.952,3.098,2.803,0.003,0.014,6.983,7.690,26.382,14.041,4.924,18.965,17.891
1780272256591,5.248,5.296,6.812,6.327,0.003,0.007,5.354,5.981,35.028,11.200,20.358,31.558,27.879
1780272256634,3.954,5.452,5.584,7.053,0.003,0.010,5.420,6.003,33.479,10.956,20.553,31.509,31.079
1780272256675,2.445,5.445,5.868,6.954,0.000,0.010,5.321,5.857,31.900,10.761,20.488,31.249,28.412
1780272256745,3.335,4.891,4.581,5.842,0.003,0.010,5.401,5.875,29.938,10.785,18.477,29.262,27.636
1780272256810,3.116,4.366,4.734,5.281,0.003,0.010,5.321,5.846,28.677,10.647,17.142,27.789,26.036
1780272256886,2.967,4.111,4.118,4.388,0.003,0.010,5.332,5.795,26.724,10.663,15.189,25.852,23.661
1780272256953,2.817,3.849,3.812,3.892,0.000,0.010,5.314,5.751,25.445,10.622,13.846,24.468,22.448
1780272257062,0.298,0.269,0.204,0.320,0.003,0.010,6.156,6.710,13.970,12.250,1.652,13.902,13.042
1780272257120,0.051,0.043,0.025,0.029,0.000,0.007,3.688,4.111,7.954,6.316,0.691,7.007,8.315
1780272257173,0.007,0.007,0.003,0.003,0.003,0.000,0.867,0.736,1.626,1.961,0.520,2.481,3.103
1780272257242,0.003,0.003,0.003,0.003,0.000,0.000,0.193,0.211,0.416,0.488,0.480,0.968,0.848
1780272257297,0.000,0.003,0.003,0.003,0.000,0.000,0.145,0.167,0.321,0.309,0.463,0.772,0.848
1780272257366,0.000,0.003,0.003,0.003,0.000,0.003,1.709,1.873,3.594,1.644,0.472,2.116,1.891
1780272257415,0.000,0.000,0.000,0.003,0.000,0.003,1.957,2.190,4.153,2.108,0.480,2.588,2.594
1780272257476,0.003,0.000,0.000,0.003,0.003,0.003,2.638,2.919,5.569,3.060,0.463,3.523,2.739
1780272257580,0.000,0.000,0.000,0.003,0.000,0.003,2.088,2.372,4.466,2.588,0.480,3.068,3.176
1780272257639,0.003,0.000,0.000,0.003,0.000,0.000,0.729,0.889,1.624,1.196,0.472,1.668,1.964
1780272257683,0.000,0.000,0.000,0.003,0.000,0.000,0.393,0.506,0.902,0.577,0.455,1.032,1.018
1780272257733,0.000,0.000,0.000,0.003,0.000,0.000,0.204,0.215,0.422,0.333,0.455,0.788,0.970
1780272257790,0.000,0.003,0.000,0.003,0.000,0.000,0.200,0.233,0.439,0.301,0.455,0.756,0.897
1780272257844,0.000,0.000,0.003,0.003,0.000,0.003,1.713,2.037,3.759,1.782,0.455,2.237,1.794
1780272257910,0.003,0.000,0.000,0.003,0.000,0.003,2.121,2.376,4.506,2.385,0.472,2.857,2.909
1780272257953,0.003,0.000,0.000,0.003,0.000,0.003,2.135,2.380,4.524,2.450,0.480,2.930,2.982
1780272258005,0.003,0.000,0.000,0.003,0.000,0.000,0.798,0.965,1.769,1.245,0.496,1.741,2.958
1780272258110,0.000,0.000,0.000,0.003,0.000,0.003,1.939,2.135,4.080,2.051,0.455,2.506,2.448
1780272258169,0.003,0.000,0.003,0.003,0.000,0.000,0.422,0.524,0.955,0.960,0.455,1.415,2.448
1780272258197,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.102,0.182,0.407,0.447,0.854,0.703
1780272258234,0.000,0.003,0.003,0.003,0.000,0.000,0.010,0.018,0.037,0.203,0.463,0.666,1.939
1780272258264,0.000,0.000,0.000,0.003,0.000,0.003,0.007,0.007,0.020,0.162,0.496,0.658,3.515
1780272258304,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.146,0.480,0.626,2.788
1780272258333,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.138,0.472,0.610,2.061
1780272258381,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.130,0.496,0.626,0.776
1780272258413,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.130,0.504,0.634,0.727
1780272258445,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.130,0.488,0.618,0.848
1780272258472,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.480,0.602,1.091
1780272258525,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.130,0.488,0.618,0.824
1780272258610,4.592,3.863,7.731,5.744,0.003,0.000,0.003,0.000,21.936,0.146,16.174,16.320,14.521
1780272258653,2.974,2.125,8.113,3.863,0.000,0.007,0.003,0.000,17.085,0.146,13.414,13.560,12.267
1780272258719,1.148,0.262,5.729,5.693,0.000,0.000,0.003,0.003,12.838,0.146,11.094,11.240,10.279
1780272258762,3.360,1.403,4.337,5.030,0.000,0.000,0.003,0.003,14.136,0.122,11.436,11.558,8.921
1780272258826,6.673,4.665,2.792,4.647,0.000,0.000,0.003,0.000,18.780,0.130,15.213,15.343,14.764
1780272258857,5.267,4.610,2.642,4.815,0.000,0.000,0.003,0.000,17.337,0.122,15.221,15.343,13.067
1780272258903,5.740,4.075,2.777,4.527,0.000,0.000,0.003,0.003,17.125,0.138,14.708,14.846,13.333
1780272258955,4.651,3.229,2.704,4.782,0.000,0.000,0.003,0.000,15.369,0.138,13.357,13.495,12.097
1780272258994,4.217,2.431,1.592,4.800,0.000,0.000,0.003,0.000,13.043,0.146,11.029,11.175,10.376
1780272259050,3.524,0.342,0.280,5.041,0.000,0.000,0.000,0.003,9.190,0.138,8.652,8.790,7.806
1780272259147,1.687,1.607,2.270,5.150,0.000,0.000,0.003,0.003,10.720,0.138,7.456,7.594,7.152
1780272259184,0.860,0.765,6.094,2.569,0.000,0.000,0.003,0.003,10.294,0.146,8.367,8.513,7.564
1780272259253,1.119,1.578,7.392,0.215,0.000,0.000,0.003,0.003,10.310,0.146,8.864,9.010,8.242
1780272259307,0.211,0.349,1.622,0.047,0.000,0.003,0.003,0.000,2.235,0.138,2.279,2.417,2.279
1780272259339,0.047,0.065,0.342,0.014,0.000,0.000,0.003,0.000,0.471,0.130,1.172,1.302,0.727
1780272259378,0.010,0.010,0.047,0.003,0.000,0.000,0.003,0.007,0.080,0.130,0.651,0.781,0.679
1780272259413,0.007,0.007,0.014,0.003,0.003,0.000,0.007,0.000,0.041,0.122,0.537,0.659,0.630
1780272259469,0.003,0.003,0.003,0.007,0.000,0.000,0.003,0.000,0.019,0.122,0.463,0.585,0.630
1780272259504,0.003,0.003,0.003,0.007,0.003,0.000,0.003,0.003,0.025,0.122,0.463,0.585,0.679
1780272259555,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.015,0.130,0.472,0.602,0.703
1780272259615,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.122,0.447,0.569,0.630
1780272259687,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.130,0.455,0.585,0.630
1780272259715,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.013,0.122,0.455,0.577,0.630
1780272259792,0.000,0.003,0.000,0.003,0.000,0.003,0.000,0.003,0.012,0.122,0.463,0.585,0.630
1780272259841,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.013,0.122,0.463,0.585,0.630
1780272259877,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.122,0.455,0.577,0.679
1780272259931,0.003,0.000,0.000,0.003,0.000,0.000,0.007,0.003,0.016,0.122,0.455,0.577,0.630
1780272259962,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.122,0.455,0.577,0.679
1780272260000,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.015,0.122,0.439,0.561,0.630
1780272260036,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.130,0.455,0.585,0.679
1780272260096,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.122,0.455,0.577,0.679
1780272260131,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.122,0.455,0.577,0.630
1780272260199,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.013,0.122,0.447,0.569,0.630
1780272260232,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.447,0.569,0.679
1780272260292,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.480,0.602,0.679
1780272260319,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.122,0.463,0.585,0.630
1780272260366,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.122,0.455,0.577,0.703
1780272260393,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.455,0.577,0.630
1780272260427,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.122,0.463,0.585,0.679
1780272260458,0.003,0.000,0.003,0.003,0.003,0.000,0.003,0.003,0.018,0.122,0.463,0.585,0.679
1780272260498,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.122,0.463,0.585,0.630
1780272260531,0.000,0.000,0.000,0.007,0.000,0.000,0.007,0.000,0.014,0.122,0.463,0.585,0.679
1780272260570,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.122,0.463,0.585,0.679
1780272260609,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.447,0.569,0.630
1780272260656,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.122,0.455,0.577,0.679
1780272260728,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.122,0.463,0.585,0.679
1780272260760,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.122,0.463,0.585,0.679
1780272260827,0.000,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.122,0.455,0.577,0.679
1780272260871,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.447,0.569,0.679
1780272260909,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.447,0.569,0.630
1780272260945,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.122,0.455,0.577,0.679
1780272260988,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.447,0.569,0.630
1780272261022,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.447,0.569,0.630
1780272261070,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.130,0.472,0.602,0.703
1780272261125,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.122,0.463,0.585,0.630
1780272261163,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.439,0.561,0.630
1780272261240,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.439,0.561,0.630
1780272261277,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.122,0.439,0.561,0.679
1780272261345,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.122,0.447,0.569,0.679
1780272261388,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.013,0.122,0.439,0.561,0.630
1780272261435,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.122,0.439,0.561,0.630
1780272261468,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.447,0.569,0.630
1780272261504,0.003,0.000,0.000,0.007,0.000,0.000,0.007,0.000,0.017,0.122,0.455,0.577,0.679
1780272261537,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.472,0.594,0.679
1780272261582,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.130,0.447,0.577,0.679
1780272261619,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.463,0.585,0.630
1780272261654,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.122,0.447,0.569,0.679
1780272261687,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.122,0.455,0.577,0.679
1780272261762,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.122,0.455,0.577,0.630
1780272261796,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.463,0.585,0.679
1780272261864,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.122,0.447,0.569,0.703
1780272261927,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.013,0.122,0.455,0.577,0.679
1780272261957,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.013,0.122,0.472,0.594,0.679
1780272261990,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.122,0.463,0.585,0.630
1780272262017,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.122,0.472,0.594,0.679
1780272262057,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.488,0.610,0.703
1780272262086,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.122,0.472,0.594,0.703
1780272262130,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.122,0.455,0.577,0.630
1780272262162,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.455,0.577,0.679
1780272262219,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.122,0.447,0.569,0.679
1780272262300,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.122,0.463,0.585,0.679
1780272262369,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.122,0.439,0.561,0.630
1780272262424,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.122,0.447,0.569,0.679
1780272262457,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.122,0.431,0.553,0.630
1780272262506,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.122,0.447,0.569,0.679
1780272262541,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.122,0.447,0.569,0.630
1780272262590,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.122,0.463,0.585,0.679
