wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,floodgate_A
1780275938995,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275939031,0.000,0.003,0.003,0.003,0.000,0.000,0.000,0.000,0.009,0.630
1780275939073,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.007,0.016,0.606
1780275939100,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.606
1780275939138,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275939166,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.015,0.630
1780275939240,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.606
1780275939308,0.000,0.003,0.003,0.003,0.003,0.000,0.003,0.000,0.015,0.679
1780275939383,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.606
1780275939420,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275939453,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275939484,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275939523,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.006,0.630
1780275939551,0.003,0.000,0.007,0.003,0.000,0.003,0.003,0.000,0.019,0.679
1780275939586,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275939614,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.630
1780275939653,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.007,0.016,0.606
1780275939683,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275939746,0.000,0.003,0.000,0.007,0.000,0.003,0.003,0.000,0.016,0.630
1780275939779,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.009,0.606
1780275939841,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275939914,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275939946,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275939980,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.606
1780275940013,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275940073,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275940109,0.000,0.003,0.000,0.007,0.000,0.000,0.003,0.003,0.016,0.630
1780275940146,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275940180,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275940223,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275940295,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.606
1780275940366,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.679
1780275940422,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.606
1780275940453,0.000,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.006,0.606
1780275940498,0.000,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275940529,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275940564,0.000,0.000,0.000,0.003,0.003,0.007,0.003,0.000,0.016,0.679
1780275940596,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275940641,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275940670,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.606
1780275940706,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.006,0.606
1780275940741,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.606
1780275940815,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.630
1780275940874,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275940935,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275940963,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275940998,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.016,0.606
1780275941025,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275941064,0.007,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.016,0.606
1780275941094,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275941130,0.007,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.016,0.606
1780275941156,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.630
1780275941202,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.606
1780275941234,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275941281,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275941359,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.013,0.630
1780275941446,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275941479,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.630
1780275941515,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.630
1780275941546,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275941586,0.003,0.000,0.000,0.003,0.003,0.003,0.003,0.000,0.015,0.630
1780275941619,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275941658,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275941687,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.006,0.606
1780275941723,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.630
1780275941760,0.000,0.000,0.003,0.003,0.003,0.000,0.003,0.000,0.012,0.630
1780275941805,0.003,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.015,0.630
1780275941871,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275941998,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275942032,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275942086,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275942120,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.606
1780275942171,0.007,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.017,0.630
1780275942199,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275942234,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.630
1780275942274,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275942318,0.000,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275942383,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.630
1780275942453,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.606
1780275942519,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.606
1780275942562,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275942606,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.630
1780275942638,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275942676,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275942706,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275942749,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.606
1780275942778,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275942816,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275942847,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.630
1780275942906,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275942961,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.606
1780275943025,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.606
1780275943061,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.606
1780275943098,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275943125,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275943160,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.013,0.606
1780275943194,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275943233,0.003,0.000,0.003,0.003,0.003,0.003,0.003,0.003,0.021,0.606
1780275943265,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275943308,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275943365,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275943428,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275943496,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.582
1780275943568,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275943600,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275943636,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.606
1780275943663,0.000,0.007,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.606
1780275943696,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275943725,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275943770,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.630
1780275943804,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.606
1780275943844,0.003,0.000,0.000,0.003,0.000,0.000,0.007,0.003,0.016,0.630
1780275943874,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275943955,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275944026,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275944112,0.003,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.012,0.606
1780275944141,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275944180,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275944208,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275944246,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275944273,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.606
1780275944311,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.606
1780275944349,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.606
1780275944390,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275944455,0.003,0.000,0.000,0.007,0.003,0.000,0.003,0.003,0.019,0.606
1780275944482,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.630
1780275944540,0.000,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.009,0.630
1780275944605,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.003,0.009,0.582
1780275944628,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275944663,0.003,0.003,0.000,0.000,0.000,0.003,0.003,0.000,0.012,0.606
1780275944691,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275944735,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275944763,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.606
1780275944809,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275944843,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275944877,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.007,0.016,0.630
1780275944905,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.582
1780275944970,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275945012,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.606
1780275945089,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275945163,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.582
1780275945191,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275945227,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.582
1780275945258,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275945301,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.630
1780275945344,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.606
1780275945381,0.007,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.020,0.606
1780275945414,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.630
1780275945478,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.606
1780275945512,0.003,0.000,0.003,0.007,0.000,0.003,0.003,0.003,0.022,0.630
1780275945550,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.630
1780275945619,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275945678,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275945704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.630
1780275945738,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275945770,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275945804,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275945832,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275945875,0.003,0.000,0.000,0.000,0.003,0.003,0.003,0.000,0.012,0.606
1780275945905,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.630
1780275945939,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275945992,0.003,0.000,0.000,0.003,0.003,0.003,0.007,0.000,0.019,0.606
1780275946021,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275946054,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.606
1780275946120,0.003,0.000,0.003,0.007,0.000,0.003,0.003,0.000,0.019,0.606
1780275946148,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275946220,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275946251,0.000,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.006,0.606
1780275946290,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.630
1780275946318,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275946367,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275946393,0.003,0.000,0.003,0.003,0.000,0.000,0.000,0.003,0.012,0.630
1780275946423,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.630
1780275946450,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.606
1780275946517,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.582
1780275946550,0.000,0.000,0.003,0.007,0.000,0.000,0.003,0.003,0.016,0.606
1780275946586,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.606
1780275946666,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.006,0.630
1780275946737,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275946770,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275946818,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275946847,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275946884,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.630
1780275946911,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.630
1780275946962,0.003,0.000,0.000,0.003,0.000,0.000,0.007,0.000,0.013,0.606
1780275947020,0.003,0.000,0.007,0.003,0.000,0.000,0.003,0.000,0.016,0.630
1780275947053,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275947095,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275947162,0.003,0.000,0.003,0.003,0.003,0.000,0.003,0.003,0.018,0.630
1780275947193,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275947272,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275947306,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275947355,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.630
1780275947392,0.010,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.022,0.679
1780275947422,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275947449,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275947486,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.000,0.009,0.679
1780275947551,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275947584,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.606
1780275947624,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.582
1780275947685,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275947710,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.630
1780275947770,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275947803,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275947837,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.606
1780275947867,0.003,0.000,0.003,0.003,0.003,0.003,0.003,0.000,0.018,0.630
1780275947899,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.679
1780275947927,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.016,0.630
1780275947958,0.003,0.000,0.000,0.007,0.003,0.000,0.003,0.003,0.019,0.630
1780275947996,0.003,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.012,0.630
1780275948060,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275948096,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.015,0.630
1780275948151,0.003,0.000,0.003,0.007,0.000,0.000,0.003,0.003,0.019,0.630
1780275948209,0.000,0.000,0.000,0.003,0.003,0.003,0.003,0.007,0.019,0.606
1780275948242,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275948307,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.630
1780275948345,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275948389,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275948416,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.007,0.013,0.606
1780275948469,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275948498,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275948555,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.630
1780275948585,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.679
1780275948619,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.015,0.630
1780275948651,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275948683,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.679
1780275948746,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275948806,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275948832,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.606
1780275948865,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275948896,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275948927,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275948954,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.606
1780275948990,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.606
1780275949018,0.003,0.000,0.000,0.003,0.000,0.003,0.000,0.003,0.012,0.606
1780275949079,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275949106,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275949142,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275949170,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.630
1780275949206,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275949266,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.606
1780275949346,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.630
1780275949377,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.679
1780275949412,0.000,0.003,0.003,0.003,0.000,0.000,0.000,0.003,0.012,0.630
1780275949438,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275949474,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275949502,0.007,0.000,0.000,0.007,0.000,0.003,0.003,0.003,0.023,0.606
1780275949533,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275949599,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.606
1780275949638,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.009,0.606
1780275949676,0.003,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.009,0.679
1780275949707,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275949740,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.006,0.630
1780275949815,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275949874,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275949908,0.007,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.020,0.606
1780275949949,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275949978,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275950014,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275950043,0.000,0.000,0.003,0.003,0.003,0.000,0.007,0.000,0.016,0.582
1780275950121,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275950147,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275950180,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275950217,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275950256,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275950334,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.606
1780275950401,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.630
1780275950429,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.013,0.630
1780275950464,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.606
1780275950495,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275950536,0.003,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.016,0.606
