wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,controlHub_A,expansionHub_A,hub_total_A,floodgate_A
1780270983485,6.597,4.753,4.884,4.516,0.000,0.000,0.000,0.000,20.750,0.000,17.883,17.883,13.261
1780270983514,6.994,5.503,5.511,4.505,0.000,0.000,0.000,0.000,22.513,0.000,20.765,20.765,19.661
1780270983549,6.648,5.919,5.095,3.470,0.000,0.000,0.003,0.000,21.135,0.000,20.577,20.577,18.667
1780270983600,5.777,5.616,4.818,4.144,0.000,0.003,0.000,0.000,20.358,0.000,19.609,19.609,17.430
1780270983631,5.303,4.971,4.384,4.435,0.000,0.000,0.003,0.000,19.096,0.000,18.648,18.648,16.485
1780270983706,4.290,4.293,3.856,3.816,0.000,0.000,0.003,0.000,16.258,0.000,16.353,16.353,14.424
1780270983747,2.066,4.195,2.190,3.922,0.000,0.000,0.003,0.000,12.376,0.000,11.168,11.168,10.327
1780270983789,0.269,3.706,0.269,3.932,0.000,0.003,0.003,0.003,8.185,0.000,8.880,8.880,7.636
1780270983818,0.065,2.974,0.065,3.295,0.000,0.003,0.003,0.000,6.405,0.000,6.821,6.821,5.794
1780270983849,0.021,2.292,0.021,3.028,0.000,0.000,0.000,0.003,5.365,0.000,5.925,5.925,5.261
1780270983884,0.010,1.804,0.010,2.894,0.000,0.000,0.003,0.003,4.724,0.000,5.453,5.453,4.606
1780270983924,0.010,1.468,0.010,3.131,0.000,0.003,0.003,0.000,4.625,0.000,5.128,5.128,4.752
1780270983955,0.007,1.170,0.007,3.058,0.000,0.000,0.003,0.000,4.245,0.000,4.827,4.827,4.388
1780270984000,0.007,0.976,0.003,3.094,0.000,0.003,0.003,0.000,4.086,0.000,4.656,4.656,4.170
1780270984046,2.460,0.772,0.601,3.258,0.000,0.000,0.003,0.000,7.094,0.000,5.624,5.624,4.921
1780270984082,3.973,0.397,2.172,2.926,0.000,0.000,0.003,0.000,9.471,0.000,10.842,10.842,5.139
1780270984132,6.094,0.572,4.169,3.167,0.000,0.000,0.003,0.000,14.005,0.000,13.642,13.642,12.412
1780270984169,5.296,1.057,3.973,3.528,0.000,0.000,0.003,0.000,13.857,0.000,13.838,13.838,12.194
1780270984239,4.796,1.957,3.105,3.309,0.000,0.000,0.000,0.000,13.167,0.000,13.276,13.276,11.879
1780270984270,4.228,2.161,2.879,3.316,0.000,0.003,0.000,0.000,12.587,0.000,12.437,12.437,11.030
1780270984312,3.586,2.263,2.522,3.083,0.000,0.000,0.003,0.000,11.457,0.000,11.697,11.697,10.206
1780270984340,3.393,2.456,2.369,2.934,0.000,0.003,0.003,0.000,11.158,0.000,11.469,11.469,9.939
1780270984373,3.109,2.536,2.340,2.905,0.000,0.000,0.003,0.000,10.893,0.000,11.078,11.078,9.842
1780270984404,2.912,2.387,2.238,2.755,0.000,0.000,0.003,0.000,10.295,0.000,10.557,10.557,9.406
1780270984446,2.642,2.358,2.135,2.405,0.000,0.000,0.003,0.000,9.543,0.000,9.849,9.849,8.752
1780270984474,2.380,2.307,2.033,2.022,0.000,0.000,0.003,0.000,8.745,0.000,9.222,9.222,8.048
1780270984515,2.540,2.227,1.848,2.285,0.000,0.000,0.003,0.003,8.906,0.000,9.230,9.230,8.073
1780270984551,1.760,2.234,0.951,1.432,0.000,0.000,0.003,0.000,6.380,0.000,4.916,4.916,7.733
1780270984597,0.174,0.164,0.131,0.167,0.000,0.000,0.003,0.000,0.639,0.000,1.440,1.440,0.970
1780270984658,0.018,0.010,0.014,0.007,0.000,0.000,0.003,0.003,0.055,0.000,0.626,0.626,0.606
1780270984688,0.003,0.003,0.007,0.003,0.000,0.000,0.003,0.000,0.019,0.000,0.553,0.553,0.630
1780270984765,0.000,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.472,0.472,0.679
1780270984798,0.000,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.472,0.472,0.679
1780270984842,0.000,0.003,0.000,0.003,0.000,0.003,0.000,0.003,0.012,0.000,0.480,0.480,0.630
1780270984874,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.000,0.488,0.488,0.679
1780270984918,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.504,0.504,0.630
1780270984945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.504,0.504,0.679
1780270984982,0.000,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.496,0.496,0.679
1780270985010,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.000,0.496,0.496,0.703
1780270985050,0.000,0.000,0.003,0.007,0.000,0.000,0.003,0.003,0.016,0.000,0.488,0.488,0.630
1780270985080,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.000,0.496,0.496,0.679
1780270985127,0.007,0.000,0.000,0.007,0.003,0.000,0.003,0.003,0.023,0.000,0.496,0.496,0.703
1780270985184,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.520,0.520,0.679
1780270985211,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.496,0.496,0.703
1780270985282,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.488,0.488,0.679
1780270985319,0.003,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.009,0.000,0.496,0.496,0.679
1780270985359,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.496,0.496,0.679
1780270985392,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.496,0.496,0.679
1780270985433,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.015,0.000,0.512,0.512,0.630
1780270985499,0.000,0.000,0.000,0.000,0.003,0.014,6.852,7.402,14.271,0.000,0.529,0.529,11.394
1780270985540,0.000,0.000,0.000,0.003,0.003,0.014,7.639,8.594,16.253,0.000,0.586,0.586,16.073
1780270985579,0.000,0.000,0.000,0.003,0.007,0.014,7.774,8.573,16.371,0.000,0.586,0.586,16.752
1780270985631,0.000,0.000,0.000,0.000,0.003,0.014,7.450,8.372,15.839,0.000,0.586,0.586,16.242
1780270985711,0.003,0.000,0.000,0.003,0.003,0.014,7.257,8.142,15.422,0.000,0.626,0.626,15.273
1780270985740,0.003,0.000,0.000,0.003,0.007,0.014,7.129,8.029,15.185,0.000,0.618,0.618,14.764
1780270985795,0.000,0.000,0.000,0.003,0.003,0.014,6.903,7.807,14.730,0.000,0.602,0.602,14.376
1780270985831,0.003,0.000,0.000,0.003,0.003,0.014,6.903,7.639,14.565,0.000,0.577,0.577,14.279
1780270985875,0.007,0.000,0.000,0.000,0.003,0.010,6.772,7.570,14.362,0.000,0.577,0.577,13.939
1780270985913,0.000,0.000,0.000,0.003,0.003,0.014,6.612,7.384,14.016,0.000,0.602,0.602,13.624
1780270985960,0.000,0.000,0.000,0.003,0.003,0.014,6.499,7.264,13.783,0.000,0.594,0.594,13.503
1780270986012,0.000,0.000,0.000,0.003,0.003,0.014,6.444,7.162,13.626,0.000,0.586,0.586,13.091
1780270986072,2.106,2.001,1.931,2.423,0.003,0.010,5.737,6.382,20.593,0.000,5.063,5.063,15.539
1780270986123,4.705,4.286,4.658,4.895,0.003,0.010,4.629,4.982,28.168,0.000,15.824,15.824,23.612
1780270986158,4.479,4.089,4.756,4.993,0.000,0.010,4.505,4.968,27.800,0.000,16.605,16.605,25.115
1780270986205,3.590,3.167,3.911,4.093,0.003,0.010,4.632,5.164,24.570,0.000,14.652,14.652,22.376
1780270986245,2.872,2.577,3.302,3.696,0.000,0.010,4.651,5.321,22.429,0.000,12.706,12.706,20.461
1780270986294,2.314,2.157,2.824,3.280,0.000,0.010,4.807,5.412,20.804,0.000,10.826,10.826,19.079
1780270986330,2.157,1.884,2.613,2.992,0.003,0.010,4.833,5.445,19.937,0.000,9.833,9.833,17.988
1780270986362,1.953,1.767,2.434,2.795,0.003,0.010,4.804,5.463,19.229,0.000,9.263,9.263,17.576
1780270986399,1.858,1.607,2.296,2.671,0.003,0.010,4.771,5.431,18.647,0.000,8.669,8.669,17.091
1780270986444,1.658,1.527,2.256,2.365,0.003,0.010,4.760,5.332,17.911,0.000,8.050,8.050,16.509
1780270986490,0.677,0.812,0.790,1.013,0.000,0.010,5.113,5.791,14.206,0.000,3.573,3.573,15.879
1780270986564,0.036,0.040,0.040,0.047,0.003,0.007,3.892,4.497,8.562,0.000,0.903,0.903,7.467
1780270986616,0.007,0.003,0.007,0.010,0.000,0.000,1.104,1.414,2.545,0.000,0.626,0.626,3.976
1780270986650,0.003,0.003,0.003,0.003,0.003,0.025,6.283,6.010,12.333,0.000,0.594,0.594,1.915
1780270986695,0.003,0.000,0.003,0.003,0.000,0.003,2.205,2.737,4.954,0.000,0.626,0.626,21.115
1780270986747,0.000,0.000,0.003,0.003,0.003,0.007,2.722,2.988,5.726,0.000,0.537,0.537,1.624
1780270986786,0.000,0.000,0.003,0.003,0.003,0.003,3.222,3.637,6.871,0.000,0.553,0.553,5.164
1780270986851,0.000,0.000,0.000,0.003,0.003,0.003,3.586,3.994,7.589,0.000,0.545,0.545,5.576
1780270986894,0.003,0.000,0.000,0.007,0.000,0.007,3.273,3.586,6.876,0.000,0.553,0.553,5.721
1780270986952,2.598,2.715,3.058,2.635,0.000,0.003,2.416,2.591,16.016,0.000,5.852,5.852,8.364
1780270987011,4.096,5.019,5.908,5.135,0.000,0.000,0.659,0.634,21.451,0.000,17.248,17.248,16.533
1780270987066,3.021,4.275,4.946,4.501,0.000,0.003,1.950,2.114,20.810,0.000,16.223,16.223,16.800
1780270987112,2.664,3.316,4.049,3.794,0.000,0.003,1.855,2.132,17.813,0.000,13.951,13.951,16.291
1780270987157,2.332,2.744,3.542,3.273,0.000,0.003,1.727,2.033,15.654,0.000,12.250,12.250,12.752
1780270987203,2.077,2.354,3.018,3.193,0.000,0.000,1.232,1.458,13.332,0.000,10.948,10.948,11.467
1780270987255,1.800,1.866,2.850,2.766,0.000,0.003,1.082,1.297,11.664,0.000,9.727,9.727,9.818
1780270987298,1.632,1.702,2.464,2.442,0.000,0.007,2.241,2.525,13.013,0.000,8.392,8.392,9.382
1780270987353,1.195,1.490,2.176,2.270,0.000,0.003,2.664,3.138,12.936,0.000,7.684,7.684,10.497
1780270987394,1.235,1.417,2.292,2.332,0.000,0.000,1.213,1.501,9.990,0.000,7.708,7.708,9.915
1780270987446,1.275,1.519,2.146,2.380,0.000,0.000,0.616,0.765,8.701,0.000,7.692,7.692,7.685
1780270987502,1.089,1.476,2.128,2.125,0.000,0.000,0.725,0.885,8.428,0.000,7.179,7.179,7.273
1780270987538,0.995,1.388,2.074,1.880,0.003,0.003,2.139,2.376,10.858,0.000,6.658,6.658,7.830
1780270987598,1.053,1.177,2.132,2.008,0.000,0.000,1.414,1.738,9.522,0.000,6.723,6.723,8.582
1780270987648,0.871,1.184,1.950,1.837,0.000,0.003,2.584,2.945,11.374,0.000,6.227,6.227,8.073
1780270987703,0.805,1.148,2.001,1.636,0.003,0.003,2.828,3.225,11.649,0.000,6.088,6.088,9.406
1780270987742,0.882,1.129,1.975,1.669,0.003,0.007,2.795,3.193,11.653,0.000,6.145,6.145,9.648
1780270987792,1.049,1.177,2.092,2.030,0.000,0.000,1.676,1.625,9.649,0.000,6.739,6.739,9.309
1780270987833,1.013,1.078,2.197,2.110,0.000,0.000,0.852,0.980,8.230,0.000,6.764,6.764,6.933
1780270987897,1.086,1.268,1.946,1.942,0.000,0.000,0.586,0.718,7.546,0.000,6.723,6.723,6.642
1780270987948,0.302,0.342,0.583,0.652,0.000,0.000,0.914,1.093,3.886,0.000,2.214,2.214,3.661
1780270988003,0.018,0.018,0.021,0.025,0.000,0.000,0.411,0.532,1.025,0.000,0.838,0.838,1.697
1780270988043,0.007,0.007,0.003,0.010,0.000,0.003,0.557,0.710,1.297,0.000,0.577,0.577,0.994
1780270988084,0.000,0.003,0.003,0.003,0.000,0.000,0.444,0.513,0.966,0.000,0.529,0.529,1.406
1780270988125,0.000,0.003,0.003,0.003,0.000,0.003,1.629,1.789,3.430,0.000,0.520,0.520,1.285
1780270988173,0.003,0.003,0.000,0.003,0.000,0.003,2.033,2.394,4.439,0.000,0.520,0.520,3.176
1780270988233,0.003,0.000,0.003,0.003,0.003,0.003,2.628,3.050,5.693,0.000,0.537,0.537,4.097
1780270988272,0.000,0.000,0.000,0.003,0.000,0.007,2.456,2.726,5.192,0.000,0.520,0.520,4.194
1780270988326,0.003,0.000,0.003,0.000,0.000,0.003,2.135,2.471,4.615,0.000,0.512,0.512,3.515
1780270988384,0.003,0.000,0.000,0.003,0.000,0.000,0.499,0.612,1.117,0.000,0.512,0.512,1.309
1780270988457,0.000,0.000,0.003,0.000,0.000,0.000,0.269,0.328,0.600,0.000,0.529,0.529,0.945
1780270988527,0.000,0.000,0.000,0.003,0.000,0.003,1.640,1.833,3.479,0.000,0.529,0.529,2.109
1780270988563,0.003,0.000,0.003,0.003,0.000,0.003,1.906,2.197,4.115,0.000,0.520,0.520,2.861
1780270988607,0.000,0.003,0.000,0.003,0.000,0.003,2.460,2.690,5.159,0.000,0.529,0.529,3.055
1780270988664,0.000,0.003,0.000,0.003,0.000,0.000,0.317,0.462,0.785,0.000,0.520,0.520,1.624
1780270988696,0.003,0.000,0.000,0.003,0.000,0.000,0.061,0.098,0.165,0.000,0.520,0.520,0.727
1780270988735,0.003,0.000,0.003,0.003,0.000,0.000,0.010,0.021,0.040,0.000,0.537,0.537,0.727
1780270988766,0.007,0.000,0.000,0.007,0.000,0.000,0.010,0.007,0.031,0.000,0.520,0.520,0.703
1780270988812,0.003,0.000,0.000,0.000,0.000,0.000,0.007,0.003,0.013,0.000,0.512,0.512,0.630
1780270988862,0.000,0.003,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.000,0.504,0.504,0.703
1780270988895,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.000,0.504,0.504,0.679
1780270988967,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.016,0.000,0.520,0.520,0.679
1780270989024,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.000,0.520,0.520,0.679
1780270989057,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.000,0.520,0.520,0.679
1780270989102,0.003,0.000,0.007,0.003,0.000,0.000,0.003,0.003,0.019,0.000,0.520,0.520,0.630
1780270989136,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.006,0.000,0.520,0.520,0.703
1780270989199,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.520,0.520,0.679
1780270989234,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.000,0.512,0.512,0.727
1780270989271,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.496,0.496,0.679
1780270989307,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.000,0.504,0.504,0.703
1780270989347,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.000,0.529,0.529,0.703
1780270989397,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.013,0.000,0.545,0.545,0.703
1780270989424,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.537,0.537,0.703
1780270989478,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.537,0.537,0.679
1780270989546,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.520,0.520,0.703
