wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,controlHub_A,expansionHub_A,hub_total_A,floodgate_A
1780271976194,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.529,0.113,0.642,0.703
1780271976232,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.529,0.113,0.642,0.703
1780271976275,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.529,0.113,0.642,0.703
1780271976311,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.545,0.113,0.658,0.703
1780271976350,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.545,0.113,0.658,0.703
1780271976380,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.529,0.113,0.642,0.703
1780271976417,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.512,0.122,0.634,0.703
1780271976453,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.504,0.122,0.626,0.703
1780271976509,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.679
1780271976540,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.529,0.113,0.642,0.703
1780271976573,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.000,0.009,0.529,0.113,0.642,0.727
1780271976658,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.520,0.113,0.633,0.703
1780271976686,0.000,0.003,0.003,0.000,0.000,0.000,0.003,0.003,0.012,0.512,0.113,0.625,0.703
1780271976725,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.703
1780271976784,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.512,0.113,0.625,0.679
1780271976832,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.537,0.113,0.650,0.727
1780271976862,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.504,0.113,0.617,0.703
1780271976902,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.504,0.113,0.617,0.679
1780271976933,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.679
1780271976984,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.504,0.113,0.617,0.703
1780271977054,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.520,0.122,0.642,0.679
1780271977085,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.013,0.537,0.113,0.650,0.703
1780271977174,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.520,0.113,0.633,0.703
1780271977203,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.520,0.113,0.633,0.727
1780271977239,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.504,0.113,0.617,0.703
1780271977294,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.529,0.113,0.642,0.703
1780271977344,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.529,0.113,0.642,0.727
1780271977376,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.006,0.520,0.122,0.642,0.703
1780271977413,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.703
1780271977446,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.520,0.113,0.633,0.703
1780271977489,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.504,0.113,0.617,0.703
1780271977549,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.504,0.113,0.617,0.703
1780271977583,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.013,0.545,0.113,0.658,0.679
1780271977620,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.529,0.113,0.642,0.727
1780271977699,0.000,0.007,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.512,0.113,0.625,0.703
1780271977729,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.504,0.113,0.617,0.703
1780271977765,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.512,0.113,0.625,0.679
1780271977804,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.529,0.113,0.642,0.703
1780271977840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.545,0.113,0.658,0.727
1780271977869,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.520,0.113,0.633,0.703
1780271977907,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.512,0.113,0.625,0.703
1780271977934,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.512,0.113,0.625,0.703
1780271977973,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.520,0.113,0.633,0.703
1780271978002,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.529,0.113,0.642,0.703
1780271978075,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.529,0.113,0.642,0.703
1780271978109,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.520,0.113,0.633,0.703
1780271978144,0.000,0.000,0.003,0.003,0.003,0.000,0.007,0.000,0.016,0.512,0.113,0.625,0.679
1780271978242,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.703
1780271978275,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.512,0.113,0.625,0.727
1780271978325,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.529,0.113,0.642,0.703
1780271978373,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.013,0.520,0.113,0.633,0.727
1780271978402,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.512,0.113,0.625,0.703
1780271978445,0.000,0.000,0.003,0.003,0.003,0.000,0.007,0.000,0.016,0.520,0.113,0.633,0.703
1780271978476,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.512,0.113,0.625,0.703
1780271978520,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.520,0.113,0.633,0.703
1780271978585,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.545,0.113,0.658,0.703
1780271978614,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.727
1780271978655,0.003,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.009,0.520,0.113,0.633,0.703
1780271978711,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.520,0.113,0.633,0.703
1780271978769,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.512,0.113,0.625,0.703
1780271978804,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.512,0.113,0.625,0.703
1780271978857,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.703
1780271978889,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.520,0.113,0.633,0.703
1780271978923,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.529,0.113,0.642,0.703
1780271978955,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.520,0.113,0.633,0.703
1780271978989,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.003,0.016,0.529,0.113,0.642,0.727
1780271979017,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.006,0.529,0.113,0.642,0.727
1780271979054,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.529,0.113,0.642,0.703
1780271979122,0.003,0.000,0.000,0.003,0.000,0.003,0.000,0.003,0.012,0.537,0.122,0.659,0.727
1780271979150,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.520,0.113,0.633,0.703
1780271979185,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.512,0.113,0.625,0.679
1780271979234,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.520,0.113,0.633,0.703
1780271979296,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.122,0.642,0.703
1780271979328,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.537,0.113,0.650,0.703
1780271979373,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.512,0.113,0.625,0.703
1780271979405,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.504,0.113,0.617,0.727
1780271979456,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.003,0.009,0.529,0.113,0.642,0.679
1780271979494,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.529,0.113,0.642,0.727
1780271979531,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.537,0.122,0.659,0.703
1780271979557,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.545,0.113,0.658,0.727
1780271979605,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.553,0.113,0.666,0.727
1780271979641,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.545,0.113,0.658,0.727
1780271979673,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.537,0.113,0.650,0.727
1780271979705,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.520,0.113,0.633,0.703
1780271979770,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.520,0.113,0.633,0.703
1780271979834,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.553,0.113,0.666,0.703
1780271979873,0.000,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.006,0.529,0.113,0.642,0.703
1780271979918,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.703
1780271979948,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.703
1780271979988,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.512,0.113,0.625,0.703
1780271980024,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.512,0.113,0.625,0.703
1780271980070,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.512,0.113,0.625,0.703
1780271980122,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.520,0.113,0.633,0.703
1780271980164,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.504,0.113,0.617,0.703
1780271980199,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.504,0.113,0.617,0.703
1780271980229,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.512,0.122,0.634,0.679
1780271980283,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.703
1780271980361,0.003,0.000,0.000,0.007,0.003,0.000,0.000,0.000,0.013,0.537,0.113,0.650,0.679
1780271980411,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.529,0.122,0.651,0.703
1780271980443,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.529,0.113,0.642,0.703
1780271980484,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.512,0.113,0.625,0.703
1780271980513,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.504,0.122,0.626,0.703
1780271980548,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.512,0.113,0.625,0.679
1780271980581,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.529,0.113,0.642,0.703
1780271980636,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.496,0.113,0.609,0.679
1780271980675,0.000,0.000,0.000,0.007,0.000,0.003,0.003,0.000,0.013,0.504,0.113,0.617,0.679
1780271980709,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.520,0.113,0.633,0.727
1780271980749,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.512,0.113,0.625,0.679
1780271980822,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.512,0.113,0.625,0.679
1780271980883,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.520,0.113,0.633,0.703
