wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,floodgate_A
1780274927320,1.855,0.699,2.278,1.702,2.212,2.577,0.003,0.007,11.333,8.655
1780274927376,4.355,0.225,3.470,2.099,3.189,2.358,0.003,0.003,15.702,14.206
1780274927480,2.792,0.947,2.722,2.795,2.394,2.478,0.003,0.003,14.134,14.400
1780274927519,3.852,1.450,2.314,2.471,2.092,2.868,0.007,0.007,15.061,13.042
1780274927556,3.247,1.735,2.103,2.923,3.415,3.218,0.003,0.007,16.651,14.691
1780274927586,2.697,1.530,2.125,2.668,3.710,2.974,0.007,0.003,15.714,15.152
1780274927623,2.704,1.727,1.950,2.128,2.584,2.810,0.003,0.003,13.909,13.164
1780274927665,3.021,1.997,1.815,2.110,2.256,2.453,0.003,0.007,13.662,12.509
1780274927707,2.507,0.893,2.121,1.129,2.952,2.937,0.007,0.007,12.553,12.921
1780274927741,2.493,0.233,1.818,0.160,2.551,2.821,0.003,0.003,10.082,9.939
1780274927817,1.403,4.928,1.363,5.944,3.207,4.169,0.007,0.007,21.028,14.352
1780274927883,0.506,2.613,0.652,7.909,3.510,3.152,0.003,0.007,18.352,15.903
1780274927976,0.171,1.891,1.206,8.467,2.580,2.751,0.003,0.007,17.076,16.388
1780274928012,5.565,0.780,5.682,7.519,2.106,2.110,0.003,0.003,23.768,14.521
1780274928054,5.536,1.447,8.387,6.991,2.041,2.223,0.003,0.003,26.631,20.048
1780274928085,2.365,1.177,8.857,6.732,2.270,2.715,0.007,0.007,24.130,20.679
1780274928135,0.422,0.663,9.582,4.928,3.965,4.282,0.007,0.007,23.856,20.000
1780274928175,0.225,1.180,9.593,3.138,4.326,3.645,0.003,0.007,22.117,18.570
1780274928210,1.417,2.139,8.638,0.947,3.269,3.389,0.003,0.007,19.809,17.430
1780274928242,1.064,1.782,7.279,0.331,3.426,3.499,0.003,0.003,17.387,15.588
1780274928286,0.995,2.478,6.378,1.607,2.916,3.076,0.003,0.003,17.456,13.358
1780274928362,2.762,3.579,5.270,3.881,0.277,0.342,0.000,0.003,16.114,11.176
1780274928415,2.529,3.710,4.552,5.117,0.025,0.021,0.003,0.000,15.957,10.861
1780274928486,0.608,0.940,4.253,3.816,0.000,0.003,0.003,0.003,9.626,6.376
1780274928520,1.406,0.645,4.089,2.219,0.000,0.003,0.003,0.000,8.365,6.182
1780274928575,4.465,0.054,3.422,0.273,0.000,0.000,0.003,0.000,8.217,7.273
1780274928626,5.077,0.091,2.726,1.614,0.000,0.003,0.007,0.003,9.521,7.200
1780274928657,4.785,0.550,1.447,3.987,0.003,0.000,0.003,0.000,10.775,7.248
1780274928695,3.703,0.634,0.244,7.344,0.000,0.000,0.000,0.003,11.928,10.012
1780274928724,4.949,0.346,0.083,5.850,0.000,0.000,0.003,0.000,11.231,9.988
1780274928763,5.146,0.670,2.482,5.146,0.003,0.000,0.007,0.000,13.454,9.164
1780274928789,4.661,1.658,4.031,5.799,0.000,0.000,0.003,0.000,16.152,9.745
1780274928827,5.409,1.993,4.443,3.911,0.000,0.003,0.003,0.000,15.762,9.406
1780274928893,4.968,2.449,3.885,4.096,0.000,0.000,0.003,0.000,15.401,8.364
1780274928937,4.257,2.063,3.488,4.599,0.000,0.000,0.003,0.000,14.410,9.333
1780274929002,4.516,2.168,2.394,3.903,0.000,0.000,0.003,0.000,12.984,8.655
1780274929031,4.271,2.376,2.653,3.827,0.000,0.000,0.003,0.000,13.130,8.267
1780274929069,3.983,2.664,3.101,3.907,0.000,0.000,0.003,0.003,13.661,8.655
1780274929099,3.943,2.897,3.123,3.542,0.000,0.000,0.003,0.003,13.511,8.897
1780274929154,3.659,3.459,4.020,3.072,0.000,0.003,0.003,0.000,14.216,9.552
1780274929181,3.568,3.674,4.326,3.331,0.000,0.000,0.003,0.000,14.902,9.552
1780274929220,3.087,4.053,4.702,3.222,0.000,0.000,0.003,0.003,15.070,9.988
1780274929255,3.123,4.672,5.613,2.715,0.000,0.003,0.003,0.000,16.129,11.055
1780274929297,2.996,5.190,6.087,2.489,0.000,0.000,0.003,0.000,16.765,13.212
1780274929323,2.722,5.310,6.039,2.515,0.000,0.000,0.000,0.000,16.586,14.376
1780274929360,2.467,5.062,5.806,2.114,0.000,0.000,0.000,0.000,15.449,14.206
1780274929438,0.331,4.829,5.620,0.302,0.000,0.000,0.003,0.000,11.085,9.576
1780274929520,5.624,4.869,3.583,4.508,0.000,0.000,0.003,0.000,18.587,13.018
1780274929556,7.253,4.789,2.646,5.737,0.000,0.000,0.003,0.003,20.431,12.994
1780274929587,6.757,4.363,2.668,7.184,0.000,0.000,0.003,0.000,20.975,18.352
1780274929627,2.901,2.562,1.304,5.853,0.000,0.000,0.003,0.003,12.626,16.752
1780274929663,1.815,0.375,0.200,2.012,0.000,0.003,0.003,0.003,4.411,2.352
1780274929701,0.925,0.069,0.043,0.769,0.000,0.000,0.003,0.003,1.812,1.164
1780274929746,0.072,0.010,0.010,0.091,0.000,0.000,0.003,0.003,0.189,0.703
1780274929772,0.029,0.003,0.007,0.025,0.000,0.000,0.003,0.000,0.067,0.703
1780274929804,0.010,0.003,0.003,0.007,0.000,0.003,0.003,0.000,0.029,0.679
1780274929844,0.007,0.003,0.003,0.007,0.000,0.000,0.000,0.003,0.023,0.679
1780274929882,0.003,0.000,0.007,0.007,0.000,0.003,0.003,0.000,0.023,0.727
1780274929935,0.003,0.003,0.000,0.007,0.000,0.003,0.003,0.000,0.019,0.703
1780274929963,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.727
1780274930041,0.003,0.003,0.003,0.007,0.000,0.003,0.003,0.000,0.022,0.703
1780274930081,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.679
1780274930122,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.015,0.703
1780274930154,0.007,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.019,0.703
1780274930199,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.679
1780274930257,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780274930288,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.703
1780274930326,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.703
1780274930386,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.679
1780274930464,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.703
1780274930496,0.003,0.000,0.003,0.000,0.000,0.000,0.003,0.003,0.012,0.679
1780274930576,0.003,0.000,0.000,0.003,0.000,0.000,0.007,0.000,0.013,0.679
1780274930650,0.000,0.000,0.000,0.000,0.007,0.018,7.731,8.649,16.405,14.885
1780274930706,0.000,0.000,0.003,0.000,0.003,0.018,8.135,8.445,16.604,19.491
1780274930779,0.000,0.000,0.000,0.003,0.003,0.014,7.723,8.376,16.119,18.642
1780274930813,0.000,0.000,0.000,0.003,0.003,0.018,7.778,8.463,16.265,20.509
1780274930845,0.426,0.298,0.411,0.357,0.003,0.018,7.687,8.401,17.601,18.933
1780274930888,2.533,2.649,2.511,2.602,0.003,0.014,7.064,7.610,24.986,19.564
1780274930945,2.708,6.025,6.262,5.230,0.003,0.014,6.127,6.739,33.108,29.115
1780274931001,1.574,6.079,6.324,4.497,0.000,0.014,6.021,6.659,31.168,27.370
1780274931076,2.471,5.135,5.467,4.301,0.003,0.014,6.156,6.659,30.206,25.600
1780274931138,3.265,4.957,4.705,4.301,0.003,0.014,5.923,6.422,29.590,25.236
1780274931208,3.404,4.468,3.951,4.155,0.003,0.010,5.773,6.407,28.171,24.412
1780274931262,3.313,4.002,3.940,3.951,0.003,0.010,5.646,6.345,27.210,23.612
1780274931314,2.788,3.189,3.058,3.440,0.003,0.010,5.923,6.524,24.935,20.824
1780274931391,0.353,0.320,0.280,0.342,0.007,0.010,6.451,7.166,14.929,14.376
1780274931440,0.018,0.025,0.018,0.014,0.003,0.010,6.411,7.031,13.530,13.358
1780274931510,0.003,0.003,0.003,0.000,0.003,0.014,6.200,6.856,13.082,13.261
1780274931591,0.003,0.003,0.003,0.003,0.003,0.014,6.068,6.663,12.760,12.509
1780274931672,0.000,0.003,0.000,0.003,0.000,0.003,2.766,3.203,5.978,9.382
1780274931737,0.000,0.003,0.003,0.003,0.000,0.000,0.532,0.725,1.266,5.188
1780274931785,0.000,0.000,0.000,0.000,0.007,0.021,9.265,10.100,19.393,6.594
1780274931854,0.306,0.306,0.240,0.324,0.000,0.003,3.028,3.032,7.239,9.939
1780274931924,3.856,5.704,6.192,5.237,0.003,0.010,4.388,5.070,30.460,22.158
1780274931980,1.170,5.700,6.466,5.248,0.003,0.010,4.873,5.493,28.963,24.145
1780274932047,0.368,0.736,0.882,0.947,0.003,0.010,5.872,6.571,15.389,13.285
1780274932138,0.014,0.010,0.018,0.014,0.003,0.007,4.042,4.435,8.543,10.133
1780274932198,0.003,0.000,0.003,0.003,0.000,0.000,1.020,1.100,2.129,2.352
1780274932255,0.003,0.000,0.003,0.003,0.007,0.025,9.764,10.366,20.171,14.133
1780274932294,0.000,0.000,0.000,0.003,0.003,0.003,3.327,3.867,7.203,13.745
1780274932344,0.007,0.000,0.000,0.003,0.003,0.003,3.007,3.364,6.387,3.030
1780274932405,0.003,0.003,0.000,0.003,0.003,0.010,5.832,6.433,12.287,7.661
1780274932451,0.000,0.000,0.000,0.003,0.003,0.014,6.032,6.550,12.602,12.485
1780274932515,0.000,0.000,0.000,0.000,0.003,0.014,5.897,6.422,12.336,12.242
1780274932597,0.007,0.003,0.000,0.000,4.858,0.003,0.663,0.787,6.321,6.400
1780274932702,0.000,0.000,0.000,0.003,2.781,2.544,9.473,10.278,25.079,28.145
1780274932770,0.000,0.000,0.000,0.000,3.058,3.203,5.748,6.262,18.271,23.370
1780274932830,0.000,0.000,0.000,0.000,2.551,2.631,5.369,5.883,16.434,19.903
1780274932870,0.000,0.000,0.000,0.000,2.416,2.500,5.328,5.861,16.105,19.467
1780274932918,0.003,0.000,0.000,0.000,2.361,2.423,5.172,5.766,15.725,19.248
1780274932975,0.000,0.000,0.000,0.003,2.453,2.580,3.670,4.148,12.854,15.176
1780274933028,0.003,0.000,0.000,0.003,2.587,2.660,1.669,2.008,8.930,13.333
1780274933122,0.003,0.000,0.000,0.003,2.536,3.098,0.776,0.965,7.381,7.782
1780274933221,0.000,0.000,0.000,0.003,1.939,1.917,5.121,5.770,14.750,11.491
1780274933278,0.000,0.000,0.000,0.000,1.804,2.103,5.606,6.167,15.680,16.436
1780274933320,0.000,0.000,0.000,0.003,1.884,2.015,5.795,6.393,16.090,16.218
1780274933355,0.003,0.000,0.000,0.000,1.767,1.461,5.828,6.367,15.426,15.709
1780274933412,0.000,0.000,0.000,0.000,1.326,1.476,5.569,6.109,14.480,15.879
1780274933451,0.000,0.000,0.000,0.003,1.377,1.432,5.420,6.028,14.260,16.558
1780274933483,0.000,0.000,0.000,0.003,1.345,1.370,5.328,5.893,13.939,16.752
1780274933554,0.000,0.000,0.003,0.003,1.669,1.735,3.072,3.517,9.999,11.297
1780274933645,0.003,0.003,0.000,0.003,1.636,1.622,0.856,0.954,5.077,5.382
1780274933731,0.000,0.000,0.000,0.003,1.348,1.439,1.891,2.168,6.849,5.261
1780274933793,0.003,0.000,0.000,0.003,0.222,0.273,5.066,5.850,11.417,5.600
1780274933827,0.000,0.000,0.000,0.003,0.054,0.051,5.795,6.386,12.289,12.364
1780274933864,0.000,0.000,0.000,0.003,0.014,0.021,5.791,6.415,12.244,12.024
1780274933901,0.000,0.000,0.000,0.000,0.007,0.010,3.870,4.428,8.315,8.776
1780274933944,0.003,0.000,0.000,0.003,0.000,0.003,0.729,0.878,1.616,4.994
1780274933989,0.000,0.000,0.000,0.003,0.003,0.000,0.233,0.269,0.508,0.873
1780274934053,0.000,0.000,0.003,0.000,0.007,0.025,9.243,10.406,19.684,12.388
1780274934103,0.000,0.000,0.000,0.003,0.003,0.003,2.992,3.466,6.467,12.024
1780274934164,0.000,0.000,0.000,0.003,0.003,0.014,5.806,6.462,12.288,10.715
1780274934224,0.003,0.000,0.000,0.003,0.003,0.010,5.974,6.480,12.473,12.388
1780274934263,0.000,0.000,0.000,0.003,0.003,0.010,5.901,6.444,12.361,12.121
1780274934342,0.000,0.000,0.000,0.003,0.000,0.003,3.491,4.067,7.564,11.176
1780274934387,0.000,0.000,0.000,0.003,0.003,0.021,9.808,10.464,20.299,13.091
1780274934429,0.171,0.098,0.112,0.160,0.007,0.021,10.457,11.335,22.361,21.091
1780274934483,3.426,4.753,5.084,2.923,0.000,0.003,2.977,3.433,22.599,18.812
1780274934524,6.232,5.186,6.152,3.819,0.003,0.010,3.885,4.625,29.912,19.345
1780274934577,6.283,5.084,2.715,1.895,0.003,0.010,5.154,5.704,26.848,24.873
1780274934638,3.911,4.935,0.561,0.794,0.000,0.014,5.350,5.879,21.444,18.715
1780274934688,3.834,4.151,0.761,0.736,0.003,0.014,5.347,5.839,20.685,18.012
1780274934750,3.528,4.020,1.002,0.783,0.003,0.007,4.366,4.811,18.520,15.370
1780274934809,3.393,4.064,1.283,0.685,0.003,0.007,2.733,3.083,15.251,12.364
1780274934904,2.897,3.174,0.036,1.206,0.000,0.000,0.605,0.790,8.708,7.976
1780274934968,1.884,1.519,0.040,1.355,0.007,0.021,9.553,10.297,24.676,20.194
1780274935017,2.449,2.084,0.036,1.625,0.000,0.000,1.720,2.012,9.926,12.218
1780274935069,2.423,2.205,0.051,2.092,0.000,0.007,2.369,2.624,11.771,6.885
1780274935143,1.636,1.330,0.065,1.643,3.561,3.400,4.785,5.172,21.592,19.224
1780274935197,1.811,1.807,0.933,3.342,2.048,2.216,5.190,5.697,23.044,19.030
1780274935264,1.505,4.720,3.273,6.010,1.315,1.279,4.465,4.949,27.516,24.921
1780274935322,2.146,3.477,3.772,6.047,1.622,1.691,1.913,2.256,22.924,20.461
1780274935403,2.380,3.484,3.615,4.855,1.570,1.607,0.634,0.812,18.957,18.036
1780274935464,2.070,2.806,2.310,3.506,0.783,0.790,8.963,9.425,30.653,26.133
1780274935516,0.699,2.868,2.700,0.976,3.229,2.577,3.309,3.145,19.503,18.933
1780274935577,0.193,0.557,2.781,3.812,2.449,2.766,3.061,3.510,19.129,13.358
1780274935656,3.218,2.850,1.585,2.026,1.782,1.913,4.964,5.431,23.769,18.352
1780274935718,4.432,3.528,1.891,3.998,2.303,2.227,3.320,3.641,25.340,18.764
1780274935797,4.844,2.788,1.724,6.138,2.135,2.125,0.820,0.816,21.390,18.642
1780274935858,5.365,3.200,2.084,4.957,1.851,1.866,0.331,0.426,20.080,16.679
1780274935940,2.336,0.390,1.461,4.231,1.811,2.026,0.954,1.133,14.342,9.309
1780274935993,4.931,6.130,1.242,3.659,1.370,1.363,1.931,2.135,22.761,15.321
1780274936054,1.341,1.939,0.123,0.528,1.767,1.673,4.271,4.723,16.365,12.073
1780274936114,0.426,0.911,0.061,3.101,1.607,1.694,3.524,3.987,15.311,11.127
1780274936195,4.107,1.625,0.499,5.857,1.370,1.421,2.700,3.058,20.637,15.030
1780274936269,5.573,2.474,1.720,6.812,1.323,1.377,2.154,2.449,23.882,18.642
1780274936334,4.191,2.792,2.077,6.462,1.997,1.804,1.439,1.698,22.460,17.721
1780274936416,4.155,3.032,1.658,7.228,1.837,1.858,0.838,1.016,21.622,17.576
1780274936483,2.992,2.365,1.953,6.003,2.795,2.657,0.772,0.929,20.466,15.636
1780274936543,4.213,0.524,1.111,4.282,4.312,4.483,0.765,0.936,20.626,17.188
1780274936591,5.383,1.275,0.251,2.646,4.920,4.891,0.379,0.513,20.258,17.697
1780274936635,5.237,1.727,0.266,4.129,4.742,4.938,0.652,0.787,22.478,18.715
1780274936702,3.710,1.020,0.251,5.963,4.290,4.774,1.009,1.191,22.208,19.055
1780274936763,3.801,1.108,0.142,6.163,3.696,3.914,0.783,0.958,20.565,17.842
1780274936810,3.149,2.074,2.037,6.025,3.193,3.448,0.984,1.224,22.134,16.970
1780274936874,0.856,3.116,3.076,6.535,2.606,2.741,1.155,1.403,21.488,14.788
1780274936936,0.123,0.441,0.317,0.867,3.163,3.123,0.965,1.166,10.165,9.382
1780274937024,2.019,2.095,1.498,1.851,2.442,2.485,0.269,0.346,13.005,7.248
1780274937088,5.766,1.137,1.031,6.546,2.033,2.077,0.167,0.193,18.950,15.273
1780274937148,4.599,1.902,1.406,6.593,2.066,2.128,2.143,2.555,23.392,17.770
1780274937232,3.182,4.027,4.213,5.934,2.059,2.201,2.868,3.225,27.709,20.000
1780274937299,2.063,2.584,5.657,5.482,2.383,2.489,0.947,1.159,22.764,17.042
1780274937347,3.076,2.485,4.363,4.753,2.438,2.525,0.907,1.082,21.629,15.758
1780274937413,5.066,1.366,0.831,4.104,2.416,2.343,2.128,2.361,20.615,14.788
1780274937477,4.880,2.638,2.602,3.951,0.211,0.273,2.722,3.116,20.393,14.279
1780274937543,4.552,4.078,4.651,2.967,0.010,0.018,2.751,3.116,22.143,16.412
1780274937596,4.304,3.550,4.038,3.400,0.007,0.007,2.766,3.152,21.224,16.121
1780274937636,4.282,3.054,3.499,3.116,0.003,0.010,2.711,3.098,19.773,14.764
1780274937683,4.089,2.741,3.101,3.349,0.000,0.003,1.257,1.530,16.070,14.230
1780274937757,3.870,2.234,2.387,3.258,0.003,0.003,0.987,1.199,13.941,10.788
1780274937814,3.495,1.760,1.833,3.101,0.000,0.003,2.259,2.587,15.038,11.006
1780274937871,3.389,1.461,1.760,2.624,0.000,0.003,1.217,1.468,11.922,10.133
1780274937945,2.992,0.138,1.880,0.287,0.000,0.003,2.219,2.525,10.044,7.321
1780274938016,2.358,0.040,0.608,0.149,0.003,0.003,2.540,2.868,8.569,6.400
1780274938087,1.957,0.021,0.047,2.773,0.000,0.003,2.529,2.875,10.205,7.976
1780274938129,1.665,1.545,2.201,3.138,0.000,0.007,2.515,2.843,13.914,8.461
1780274938165,1.764,2.657,3.929,2.850,0.000,0.003,2.569,2.926,16.698,8.461
1780274938210,1.119,3.440,4.986,2.956,0.000,0.003,1.020,1.264,14.788,8.315
1780274938261,1.086,4.694,5.041,2.493,0.000,0.003,1.676,1.924,16.917,7.636
1780274938315,1.530,4.312,5.460,2.172,0.000,0.007,2.504,2.835,18.820,11.855
1780274938363,1.144,3.696,5.576,2.267,0.000,0.000,1.060,1.304,15.047,10.230
1780274938406,2.212,4.432,4.884,2.474,0.003,0.000,0.831,1.006,15.842,10.206
1780274938478,1.468,3.528,4.833,2.762,0.000,0.003,0.765,0.940,14.299,8.897
1780274938548,1.202,2.471,4.257,2.766,0.000,0.003,0.718,0.867,12.284,7.418
1780274938623,2.620,0.667,0.652,2.536,0.000,0.003,2.427,2.722,11.627,6.570
1780274938678,3.021,0.729,0.619,2.318,0.003,0.003,3.273,3.721,13.687,10.182
1780274938739,2.566,2.216,2.383,2.004,0.003,0.010,4.720,5.307,19.209,13.139
1780274938788,0.834,1.293,1.428,0.714,0.003,0.007,4.618,5.135,14.032,12.994
1780274938857,0.040,0.091,0.094,0.021,0.003,0.003,3.346,3.812,7.410,6.085
1780274938893,0.010,0.014,0.014,0.014,0.000,0.003,1.676,2.055,3.786,5.382
1780274938935,0.003,0.003,0.007,0.003,0.000,0.000,0.718,0.903,1.637,1.770
1780274938999,0.003,0.000,0.003,0.000,0.000,0.000,0.794,0.991,1.791,1.527
1780274939057,0.003,0.000,0.003,0.003,0.003,0.003,2.103,2.329,4.447,2.836
1780274939139,0.003,0.000,0.000,0.007,0.003,0.003,3.171,3.608,6.795,5.188
1780274939197,0.000,0.003,0.000,0.003,0.000,0.003,2.719,3.120,5.848,4.752
1780274939243,0.003,0.000,0.000,0.003,0.000,0.003,1.414,1.716,3.139,4.388
1780274939294,0.000,0.000,0.003,0.003,0.000,0.003,0.572,0.739,1.320,1.479
1780274939385,0.000,0.000,0.000,0.003,4.636,0.007,1.516,1.786,7.948,5.867
1780274939437,0.003,0.000,0.000,0.000,4.552,4.570,1.928,2.241,13.294,15.030
1780274939495,0.000,0.000,0.000,0.003,2.901,2.857,3.036,3.440,12.237,13.964
1780274939545,0.003,0.000,0.003,0.003,2.321,2.569,3.018,3.448,11.365,11.661
1780274939589,0.000,0.000,0.000,0.000,2.274,2.624,1.552,1.753,8.203,7.782
1780274939630,0.003,0.000,0.003,0.003,2.048,1.807,3.448,4.483,11.795,7.903
1780274939670,0.000,0.000,0.003,0.000,1.935,2.070,4.723,5.245,13.976,15.636
1780274939705,0.000,0.000,0.000,0.003,2.212,2.157,4.756,5.281,14.409,16.145
1780274939749,0.003,0.000,0.000,0.003,1.866,2.015,4.771,5.354,14.012,15.467
1780274939783,0.003,0.000,0.000,0.000,1.840,2.026,5.015,5.533,14.417,14.764
1780274939814,0.000,0.000,0.000,0.003,1.778,1.844,5.059,5.667,14.351,14.570
1780274939886,0.000,0.000,0.000,0.000,1.385,1.465,4.990,5.522,13.362,14.206
1780274939926,0.000,0.000,0.000,0.003,1.337,1.399,4.818,5.383,12.940,14.933
1780274939974,0.000,0.000,0.000,0.000,1.315,1.370,4.691,5.252,12.628,15.467
1780274940038,0.003,0.000,0.000,0.003,1.490,1.545,3.783,4.242,11.066,12.291
1780274940096,0.003,0.000,0.000,0.000,1.665,1.673,1.574,1.935,6.850,7.006
1780274940153,0.000,0.000,0.000,0.003,1.352,1.403,2.700,3.054,8.512,6.376
1780274940212,0.000,0.000,0.000,0.003,1.035,1.140,4.869,5.427,12.474,11.879
1780274940283,0.000,0.000,0.000,0.003,0.131,0.171,5.099,5.682,11.086,11.927
1780274940323,0.000,0.000,0.000,0.003,0.021,0.029,3.867,4.330,8.250,8.388
1780274940385,0.000,0.000,0.000,0.003,0.003,0.007,0.878,1.119,2.010,6.400
1780274940441,0.000,0.000,0.000,0.007,0.000,0.003,0.269,0.280,0.559,0.994
1780274940485,0.000,0.000,0.000,0.000,0.000,0.000,0.171,0.193,0.364,0.848
1780274940530,0.000,0.000,0.000,0.003,0.003,0.003,0.225,0.291,0.525,0.945
1780274940572,0.000,0.000,0.000,0.003,0.000,0.003,0.247,0.313,0.566,0.945
1780274940623,0.000,0.000,0.003,0.000,0.000,0.003,1.472,1.636,3.114,1.042
