wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,controlHub_A,expansionHub_A,servoHub_A,hub_total_A,floodgate_A
1780269882127,0.000,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.009,0.154,0.488,0.000,0.642,0.000
1780269882191,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.154,0.488,0.000,0.642,0.024
1780269882256,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.504,0.000,0.658,0.000
1780269882305,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.006,0.154,0.496,0.000,0.650,0.000
1780269882625,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.154,0.496,0.000,0.650,0.000
1780269882752,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.003,0.015,0.154,0.496,0.000,0.650,0.000
1780269882789,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.496,0.000,0.650,0.000
1780269882831,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.009,0.154,0.496,0.000,0.650,0.000
1780269882901,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.003,0.009,0.154,0.488,0.000,0.642,0.000
1780269882936,0.003,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.009,0.154,0.512,0.000,0.666,0.000
1780269882975,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.154,0.512,0.000,0.666,0.000
1780269883005,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.154,0.496,0.000,0.650,0.000
1780269883044,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.504,0.000,0.658,0.000
1780269883073,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.504,0.000,0.658,0.000
1780269883111,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.504,0.000,0.658,0.000
1780269883141,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.488,0.000,0.642,0.000
1780269883211,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.520,0.000,0.674,0.000
1780269883280,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.154,0.496,0.000,0.650,0.000
1780269883318,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.154,0.488,0.000,0.642,0.000
1780269883372,0.000,0.003,0.000,0.003,0.000,0.003,0.000,0.003,0.012,0.154,0.488,0.000,0.642,0.000
1780269883441,0.000,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.009,0.154,0.496,0.000,0.650,0.000
1780269883476,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.512,0.000,0.666,0.000
1780269883522,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.504,0.000,0.658,0.000
1780269883554,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.154,0.504,0.000,0.658,0.000
1780269883590,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.496,0.000,0.650,0.000
1780269883621,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.496,0.000,0.650,0.000
1780269883662,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.496,0.000,0.650,0.000
1780269883731,0.000,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.006,0.154,0.496,0.000,0.650,0.000
1780269883810,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.154,0.488,0.000,0.642,0.024
1780269883846,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.154,0.488,0.000,0.642,0.000
1780269883890,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.496,0.000,0.650,0.000
1780269883972,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.154,0.504,0.000,0.658,0.000
1780269884016,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.529,0.000,0.683,0.000
1780269884045,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.537,0.000,0.691,0.000
1780269884081,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.154,0.512,0.000,0.666,0.000
1780269884108,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.154,0.512,0.000,0.666,0.000
1780269884141,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.504,0.000,0.658,0.000
1780269884170,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.154,0.496,0.000,0.650,0.000
1780269884220,0.000,0.003,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.154,0.520,0.000,0.674,0.000
1780269884259,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.154,0.504,0.000,0.658,0.000
1780269884322,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.154,0.496,0.000,0.650,0.000
1780269884361,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.496,0.000,0.650,0.000
1780269884397,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.154,0.496,0.000,0.650,0.000
1780269884458,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.504,0.000,0.658,0.000
1780269884497,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.154,0.496,0.000,0.650,0.000
1780269884535,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.154,0.488,0.000,0.642,0.000
1780269884568,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.146,0.480,0.000,0.626,0.000
1780269884603,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.006,0.154,0.480,0.000,0.634,0.000
1780269884646,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.154,0.496,0.000,0.650,0.000
1780269884687,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.146,0.488,0.000,0.634,0.000
1780269884742,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.488,0.000,0.642,0.000
1780269884799,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.480,0.000,0.634,0.000
1780269884866,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.154,0.488,0.000,0.642,0.000
1780269884904,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.496,0.000,0.650,0.000
1780269884960,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.496,0.000,0.650,0.000
1780269884992,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.154,0.520,0.000,0.674,0.000
1780269885034,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.146,0.504,0.000,0.650,0.000
1780269885064,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.146,0.488,0.000,0.634,0.000
1780269885104,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.154,0.480,0.000,0.634,0.000
1780269885134,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.488,0.000,0.642,0.000
1780269885172,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.162,0.480,0.000,0.642,0.000
1780269885209,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.480,0.000,0.634,0.000
1780269885269,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.496,0.000,0.650,0.000
1780269885312,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.154,0.488,0.000,0.642,0.000
1780269885378,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.154,0.488,0.000,0.642,0.000
1780269885416,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.154,0.480,0.000,0.634,0.000
1780269885472,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.504,0.000,0.658,0.000
1780269885505,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.006,0.154,0.504,0.000,0.658,0.024
1780269885552,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.146,0.496,0.000,0.642,0.000
1780269885586,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.154,0.480,0.000,0.634,0.000
1780269885631,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.480,0.000,0.634,0.000
1780269885678,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.006,0.154,0.496,0.000,0.650,0.000
1780269885716,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.520,0.000,0.674,0.000
1780269885773,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.146,0.496,0.000,0.642,0.000
1780269885829,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.146,0.488,0.000,0.634,0.000
1780269885898,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.154,0.496,0.000,0.650,0.000
1780269885933,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.496,0.000,0.650,0.000
1780269886000,0.003,0.000,0.003,0.007,0.000,0.000,0.000,0.000,0.013,0.154,0.496,0.000,0.650,0.024
1780269886031,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.154,0.504,0.000,0.658,0.000
1780269886076,0.000,0.000,0.000,0.003,0.000,0.000,0.007,0.003,0.013,0.154,0.488,0.000,0.642,0.024
1780269886112,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.154,0.488,0.000,0.642,0.000
1780269886157,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.146,0.488,0.000,0.634,0.000
1780269886191,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.146,0.480,0.000,0.626,0.000
1780269886235,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.154,0.496,0.000,0.650,0.000
1780269886294,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.496,0.000,0.650,0.000
1780269886337,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.488,0.000,0.642,0.000
1780269886404,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.000,0.012,0.154,0.480,0.000,0.634,0.024
1780269886444,0.000,0.000,0.007,0.003,0.003,0.000,0.003,0.000,0.016,0.154,0.488,0.000,0.642,0.000
1780269886508,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.154,0.496,0.000,0.650,0.000
1780269886542,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.154,0.488,0.000,0.642,0.024
1780269886591,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.488,0.000,0.642,0.000
1780269886625,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.006,0.154,0.472,0.000,0.626,0.000
1780269886666,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.154,0.480,0.000,0.634,0.000
1780269886700,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.154,0.496,0.000,0.650,0.000
1780269886753,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.504,0.000,0.658,0.000
1780269886810,0.003,0.000,0.000,0.003,0.000,0.003,0.007,0.000,0.016,0.154,0.496,0.000,0.650,0.000
1780269886848,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.512,0.000,0.666,0.000
1780269886924,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.154,0.488,0.000,0.642,0.000
1780269886961,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.488,0.000,0.642,0.000
1780269887026,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.504,0.000,0.658,0.000
1780269887060,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.504,0.000,0.658,0.000
1780269887105,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.007,0.016,0.154,0.488,0.000,0.642,0.024
1780269887138,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.154,0.488,0.000,0.642,0.000
1780269887178,0.000,0.000,0.000,0.003,0.000,0.000,0.007,0.000,0.010,0.154,0.488,0.000,0.642,0.000
1780269887218,0.010,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.019,0.154,0.488,0.000,0.642,0.000
1780269887263,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.154,0.488,0.000,0.642,0.000
1780269887315,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.480,0.000,0.634,0.000
1780269887373,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.154,0.488,0.000,0.642,0.000
1780269887441,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.154,0.488,0.000,0.642,0.000
1780269887481,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.488,0.000,0.642,0.024
1780269887544,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.504,0.000,0.658,0.000
1780269887574,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.154,0.488,0.000,0.642,0.000
1780269887615,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.154,0.496,0.000,0.650,0.000
1780269887647,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.154,0.512,0.000,0.666,0.000
1780269887703,0.000,0.003,0.000,0.003,0.000,0.000,0.007,0.003,0.016,0.154,0.512,0.000,0.666,0.000
1780269887735,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.154,0.529,0.000,0.683,0.000
1780269887774,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.529,0.000,0.683,0.000
1780269887823,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.006,0.154,0.504,0.000,0.658,0.000
1780269887862,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.154,0.496,0.000,0.650,0.000
1780269887897,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.154,0.480,0.000,0.634,0.000
1780269887961,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.154,0.488,0.000,0.642,0.024
1780269887997,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.512,0.000,0.666,0.000
1780269888051,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.496,0.000,0.650,0.000
1780269888084,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.154,0.488,0.000,0.642,0.000
1780269888122,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.013,0.154,0.496,0.000,0.650,0.000
1780269888151,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.162,0.480,0.000,0.642,0.000
1780269888189,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.154,0.488,0.000,0.642,0.000
1780269888224,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.480,0.000,0.634,0.000
1780269888266,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.154,0.504,0.000,0.658,0.000
1780269888296,0.000,0.003,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.154,0.504,0.000,0.658,0.000
1780269888362,0.003,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.009,0.154,0.488,0.000,0.642,0.000
1780269888403,0.007,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.010,0.154,0.496,0.000,0.650,0.024
1780269888474,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.154,0.480,0.000,0.634,0.000
1780269888529,0.007,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.019,0.154,0.504,0.000,0.658,0.000
1780269888586,0.003,0.003,0.000,0.003,0.000,0.003,0.003,0.003,0.018,0.154,0.496,0.000,0.650,0.000
1780269888624,0.003,0.000,0.007,0.003,0.000,0.003,0.003,0.000,0.019,0.154,0.480,0.000,0.634,0.000
1780269888669,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.154,0.488,0.000,0.642,0.000
1780269888703,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.154,0.472,0.000,0.626,0.000
1780269888750,0.007,0.000,0.003,0.007,0.000,0.003,0.003,0.003,0.026,0.154,0.480,0.000,0.634,0.000
1780269888793,0.003,0.000,0.007,0.000,0.000,0.000,0.003,0.003,0.016,0.154,0.488,0.000,0.642,0.000
1780269888822,0.007,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.019,0.154,0.488,0.000,0.642,0.000
1780269888870,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.154,0.488,0.000,0.642,0.000
1780269888913,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.162,0.496,0.000,0.658,0.024
1780269888977,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.488,0.000,0.642,0.024
1780269889012,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.006,0.154,0.488,0.000,0.642,0.000
1780269889061,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.488,0.000,0.642,0.000
1780269889126,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.480,0.000,0.634,0.000
1780269889162,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.480,0.000,0.634,0.000
1780269889203,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.480,0.000,0.634,0.000
1780269889232,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.488,0.000,0.642,0.000
1780269889269,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.154,0.496,0.000,0.650,0.000
1780269889299,0.007,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.019,0.154,0.488,0.000,0.642,0.000
1780269889348,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.496,0.000,0.650,0.000
1780269889400,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.006,0.154,0.488,0.000,0.642,0.000
1780269889457,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.154,0.480,0.000,0.634,0.000
1780269889544,0.003,0.000,0.000,0.003,0.003,0.003,0.003,0.000,0.015,0.154,0.496,0.000,0.650,0.000
1780269889577,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.154,0.488,0.000,0.642,0.000
1780269889638,1.345,1.126,1.009,1.483,0.000,0.000,0.003,0.003,4.969,0.146,1.839,0.000,1.985,0.000
1780269889681,4.913,4.384,4.392,4.479,0.000,0.000,0.000,0.000,18.168,0.146,15.921,0.000,16.067,0.000
1780269889726,6.757,6.564,5.602,5.048,0.000,0.000,0.000,0.000,23.971,0.187,21.448,0.000,21.635,0.000
1780269889759,7.031,6.961,4.304,2.391,0.000,0.000,0.003,0.003,20.693,0.179,20.089,0.000,20.268,0.000
1780269889804,6.134,6.823,4.578,3.229,0.000,0.000,0.003,0.003,20.770,0.170,20.984,0.000,21.154,0.000
1780269889843,5.296,5.813,4.242,5.022,0.000,0.000,0.000,0.000,20.373,0.179,20.073,0.000,20.252,0.000
1780269889889,2.365,3.105,2.033,2.617,0.000,0.000,0.003,0.000,10.123,0.211,7.024,0.000,7.235,0.000
1780269889926,0.309,0.400,0.251,0.284,0.000,0.003,0.003,0.003,1.253,0.162,2.474,0.000,2.636,0.000
1780269889980,0.029,0.021,0.018,0.014,0.000,0.000,0.000,0.000,0.082,0.154,0.936,0.000,1.090,0.000
1780269890051,0.003,0.007,0.003,0.007,0.000,0.000,0.003,0.000,0.023,0.154,0.553,0.000,0.707,0.000
1780269890080,0.003,0.003,0.003,0.003,0.003,0.000,0.003,0.000,0.018,0.154,0.512,0.000,0.666,0.000
1780269890123,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.003,0.018,0.154,0.504,0.000,0.658,0.000
1780269890169,0.000,0.003,0.003,0.007,0.000,0.000,0.003,0.003,0.019,0.146,0.496,0.000,0.642,0.000
1780269890209,0.003,0.003,0.000,0.003,0.000,0.003,0.003,0.003,0.018,0.154,0.504,0.000,0.658,0.024
1780269890242,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.154,0.512,0.000,0.666,0.000
1780269890280,0.003,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.009,0.154,0.529,0.000,0.683,0.000
1780269890314,0.003,0.000,0.000,0.003,0.000,0.007,0.003,0.000,0.016,0.146,0.512,0.000,0.658,0.000
1780269890352,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.154,0.504,0.000,0.658,0.000
1780269890415,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.154,0.488,0.000,0.642,0.000
1780269890456,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.154,0.496,0.000,0.650,0.000
1780269890498,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.154,0.488,0.000,0.642,0.024
1780269890585,0.707,0.043,0.287,0.003,0.000,0.000,0.007,0.000,1.047,0.154,0.683,0.000,0.837,0.000
1780269890620,1.352,0.047,2.515,0.160,0.000,0.000,0.000,0.000,4.074,0.146,4.021,0.000,4.167,0.000
1780269890675,5.547,0.200,5.259,0.357,0.000,0.000,0.003,0.000,11.366,0.154,7.733,0.000,7.887,0.000
1780269890716,5.088,0.116,4.847,0.160,0.000,0.000,0.003,0.000,10.214,0.154,7.635,0.000,7.789,0.000
1780269890767,4.
