wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,controlHub_A,expansionHub_A,hub_total_A
1780256965800,0.000,0.000,0.003,0.003,0.003,0.003,0.003,0.000,0.015,0.463,0.130,0.593
1780256965867,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.480,0.130,0.610
1780256965906,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.472,0.130,0.602
1780256965949,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.472,0.130,0.602
1780256965981,0.007,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.016,0.455,0.130,0.585
1780256966031,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.472,0.130,0.602
1780256966063,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.463,0.130,0.593
1780256966115,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.472,0.130,0.602
1780256966152,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.122,0.585
1780256966196,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.130,0.593
1780256966228,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.455,0.130,0.585
1780256966274,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.463,0.130,0.593
1780256966334,0.003,0.000,0.000,0.003,0.000,0.003,0.000,0.003,0.012,0.472,0.130,0.602
1780256966400,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.472,0.130,0.602
1780256966441,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.463,0.122,0.585
1780256966478,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.122,0.594
1780256966513,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.455,0.122,0.577
1780256966566,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.472,0.122,0.594
1780256966598,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.007,0.016,0.480,0.122,0.602
1780256966636,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.463,0.122,0.585
1780256966676,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.122,0.594
1780256966723,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.122,0.585
1780256966755,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.463,0.130,0.593
1780256966796,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.455,0.122,0.577
1780256966860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.455,0.122,0.577
1780256966924,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.455,0.122,0.577
1780256966965,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.006,0.463,0.122,0.585
1780256967019,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.007,0.463,0.130,0.593
1780256967076,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.480,0.130,0.610
1780256967105,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.504,0.130,0.634
1780256967143,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.480,0.130,0.610
1780256967178,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.480,0.130,0.610
1780256967211,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.496,0.130,0.626
1780256967249,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.480,0.130,0.610
1780256967294,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.480,0.130,0.610
1780256967332,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.480,0.122,0.602
1780256967384,0.000,0.003,0.000,0.007,0.000,0.000,0.007,0.000,0.017,0.472,0.130,0.602
1780256967454,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.463,0.122,0.585
1780256967492,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.463,0.122,0.585
1780256967536,0.000,0.007,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.463,0.122,0.585
1780256967594,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.003,0.015,0.480,0.122,0.602
1780256967623,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.480,0.122,0.602
1780256967663,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.472,0.122,0.594
1780256967699,0.000,0.000,0.000,0.003,0.000,0.000,0.007,0.000,0.010,0.455,0.122,0.577
1780256967740,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.455,0.122,0.577
1780256967774,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.122,0.594
1780256967808,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.122,0.594
1780256967844,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.496,0.122,0.618
1780256967892,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.122,0.594
1780256967958,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.463,0.122,0.585
1780256967997,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.122,0.594
1780256968041,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.455,0.122,0.577
1780256968096,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.463,0.122,0.585
1780256968141,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.122,0.594
1780256968181,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.455,0.130,0.585
1780256968224,0.000,0.000,0.000,0.003,0.000,0.007,0.000,0.000,0.010,0.463,0.130,0.593
1780256968256,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.122,0.585
1780256968305,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.455,0.122,0.577
1780256968365,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.472,0.130,0.602
1780256968416,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.463,0.122,0.585
1780256968485,0.000,0.000,0.000,0.003,0.000,0.000,0.007,0.000,0.010,0.455,0.130,0.585
1780256968527,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.463,0.122,0.585
1780256968576,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.463,0.122,0.585
1780256968644,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.130,0.602
1780256968680,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.472,0.122,0.594
1780256968722,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.455,0.122,0.577
1780256968775,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.130,0.593
1780256968809,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.455,0.130,0.585
1780256968861,0.000,0.003,0.000,0.003,0.000,0.007,0.000,0.000,0.013,0.463,0.122,0.585
1780256968898,0.003,0.003,0.000,0.003,0.000,0.003,0.003,0.003,0.018,0.463,0.130,0.593
1780256968945,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.130,0.602
1780256969005,0.007,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.020,0.463,0.130,0.593
1780256969048,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.463,0.122,0.585
1780256969085,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.130,0.593
1780256969138,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.472,0.130,0.602
1780256969190,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.463,0.130,0.593
1780256969221,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.463,0.130,0.593
1780256969259,0.000,0.000,0.000,0.003,0.000,0.000,0.007,0.003,0.013,0.463,0.130,0.593
1780256969299,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.455,0.122,0.577
1780256969342,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.130,0.602
1780256969373,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.480,0.130,0.610
1780256969408,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.472,0.130,0.602
1780256969459,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.480,0.122,0.602
1780256969526,0.003,0.000,0.003,0.007,0.000,0.000,0.003,0.003,0.019,0.455,0.122,0.577
1780256969570,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.455,0.130,0.585
1780256969614,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.463,0.122,0.585
1780256969672,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.006,0.463,0.130,0.593
1780256969709,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.006,0.472,0.130,0.602
1780256969753,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.455,0.130,0.585
1780256969797,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.463,0.130,0.593
1780256969843,0.000,0.000,0.000,0.003,0.003,0.003,0.003,0.003,0.015,0.455,0.130,0.585
1780256969883,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.130,0.602
1780256969934,0.003,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.009,0.455,0.130,0.585
1780256969986,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.488,0.130,0.618
1780256970061,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.472,0.130,0.602
1780256970106,0.000,0.007,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.463,0.130,0.593
1780256970149,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.472,0.122,0.594
1780256970203,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.463,0.130,0.593
1780256970241,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.455,0.122,0.577
1780256970286,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.463,0.122,0.585
1780256970326,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.455,0.130,0.585
1780256970380,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.130,0.602
1780256970413,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.447,0.130,0.577
1780256970455,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.455,0.130,0.585
1780256970516,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.455,0.130,0.585
1780256970590,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.130,0.593
1780256970631,0.000,0.000,0.007,0.003,0.000,0.000,0.003,0.000,0.013,0.472,0.130,0.602
1780256970671,0.000,0.000,0.000,0.003,0.000,0.000,0.007,0.000,0.010,0.463,0.122,0.585
1780256970715,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.130,0.593
1780256970754,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.130,0.593
1780256970786,0.000,0.000,0.003,0.007,0.000,0.003,0.003,0.000,0.016,0.463,0.122,0.585
1780256970827,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.480,0.122,0.602
1780256970891,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.488,0.122,0.610
1780256970919,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.472,0.130,0.602
1780256970966,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.488,0.130,0.618
1780256971022,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.504,0.130,0.634
1780256971057,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.488,0.130,0.618
1780256971104,0.003,0.000,0.000,0.007,0.003,0.000,0.003,0.003,0.019,0.480,0.130,0.610
1780256971161,0.003,0.003,0.000,0.003,0.003,0.000,0.003,0.000,0.015,0.463,0.130,0.593
1780256971190,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.130,0.593
1780256971239,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.463,0.130,0.593
1780256971274,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.472,0.122,0.594
1780256971319,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.480,0.122,0.602
1780256971353,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.455,0.122,0.577
1780256971400,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.472,0.130,0.602
1780256971429,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.463,0.130,0.593
1780256971470,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.463,0.122,0.585
1780256971501,0.003,0.000,0.003,0.000,0.000,0.000,0.003,0.003,0.012,0.472,0.130,0.602
1780256971557,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.472,0.130,0.602
1780256971643,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.488,0.130,0.618
1780256971694,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.463,0.122,0.585
1780256971739,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.130,0.593
1780256971779,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.463,0.122,0.585
1780256971810,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.480,0.130,0.610
1780256971844,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.472,0.130,0.602
1780256971875,0.000,0.000,0.003,0.003,0.003,0.000,0.003,0.000,0.012,0.496,0.122,0.618
1780256971924,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.488,0.122,0.610
1780256971954,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.130,0.602
1780256971989,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.480,0.130,0.610
1780256972020,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.130,0.602
1780256972079,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.472,0.130,0.602
1780256972143,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.472,0.130,0.602
1780256972173,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.472,0.130,0.602
1780256972228,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.130,0.602
1780256972273,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.130,0.593
1780256972311,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.472,0.122,0.594
1780256972348,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.122,0.585
1780256972389,0.007,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.016,0.463,0.122,0.585
1780256972427,0.007,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.016,0.480,0.122,0.602
1780256972463,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.480,0.130,0.610
1780256972494,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.480,0.130,0.610
1780256972543,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.472,0.122,0.594
1780256972593,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.122,0.585
1780256972675,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.472,0.130,0.602
1780256972715,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.472,0.130,0.602
1780256972758,0.003,0.000,0.000,0.003,0.003,0.003,0.003,0.000,0.015,0.480,0.122,0.602
1780256972820,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.480,0.122,0.602
1780256972864,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.455,0.130,0.585
1780256972906,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.480,0.122,0.602
1780256972959,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.480,0.122,0.602
1780256972994,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.455,0.130,0.585
1780256973033,0.000,0.000,0.000,0.003,0.003,0.003,0.003,0.000,0.012,0.463,0.122,0.585
1780256973074,0.000,0.000,0.003,0.003,0.003,0.003,0.003,0.003,0.018,0.463,0.122,0.585
1780256973142,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.488,0.122,0.610
1780256973209,0.000,0.000,0.003,0.003,0.003,0.000,0.003,0.003,0.015,0.472,0.122,0.594
1780256973262,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.472,0.122,0.594
1780256973296,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.463,0.122,0.585
1780256973346,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.455,0.122,0.577
1780256973390,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.122,0.585
1780256973429,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.472,0.122,0.594
1780256973474,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.463,0.130,0.593
1780256973515,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.122,0.585
1780256973546,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.472,0.122,0.594
1780256973582,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.003,0.009,0.463,0.122,0.585
1780256973623,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.480,0.122,0.602
1780256973666,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.504,0.130,0.634
1780256973732,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.122,0.594
1780256973768,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.463,0.130,0.593
1780256973814,0.007,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.016,0.455,0.122,0.577
1780256973865,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.122,0.585
1780256973906,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.130,0.602
1780256973950,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.480,0.130,0.610
1780256973991,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.122,0.594
1780256974029,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.472,0.122,0.594
1780256974061,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.463,0.122,0.585
1780256974110,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.472,0.130,0.602
1780256974163,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.480,0.122,0.602
1780256974195,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.122,0.594
1780256974262,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.455,0.122,0.577
1780256974297,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.463,0.122,0.585
1780256974334,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.455,0.122,0.577
1780256974382,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.472,0.122,0.594
1780256974419,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.496,0.122,0.618
1780256974457,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.480,0.122,0.602
1780256974497,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.472,0.122,0.594
1780256974529,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.122,0.585
1780256974564,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.463,0.130,0.593
1780256974595,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.463,0.122,0.585
1780256974641,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.463,0.122,0.585
1780256974721,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.463,0.130,0.593
1780256974810,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.130,0.602
1780256974875,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.463,0.130,0.593
1780256974928,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.504,0.130,0.634
1780256974956,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.488,0.122,0.610
1780256974998,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.472,0.122,0.594
1780256975034,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.472,0.122,0.594
1780256975069,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.122,0.585
1780256975099,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.463,0.122,0.585
1780256975137,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.463,0.122,0.585
1780256975170,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.480,0.122,0.602
1780256975221,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.480,0.122,0.602
