wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,controlHub_A,expansionHub_A,servoHub_A,hub_total_A
1780256629472,0.065,0.069,0.058,0.054,0.003,0.003,0.003,0.000,0.255,0.138,0.000,0.748,0.886
1780256629509,0.014,0.010,0.010,0.007,0.000,0.000,0.003,0.003,0.047,0.138,0.000,0.553,0.691
1780256629545,0.003,0.007,0.003,0.007,0.000,0.000,0.003,0.003,0.026,0.138,0.000,0.480,0.618
1780256629585,0.003,0.003,0.000,0.007,0.000,0.000,0.003,0.000,0.016,0.138,0.000,0.480,0.618
1780256629618,0.003,0.000,0.003,0.007,0.000,0.003,0.003,0.003,0.022,0.138,0.000,0.472,0.610
1780256629659,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.138,0.000,0.455,0.593
1780256629690,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.463,0.601
1780256629740,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.472,0.610
1780256629775,0.000,0.003,0.003,0.003,0.003,0.000,0.003,0.003,0.018,0.138,0.000,0.463,0.601
1780256629823,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.003,0.018,0.138,0.000,0.455,0.593
1780256629904,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.488,0.626
1780256629952,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.480,0.618
1780256629997,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.488,0.626
1780256630038,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.138,0.000,0.463,0.601
1780256630072,0.000,0.000,0.000,0.003,0.003,0.000,0.007,0.000,0.013,0.138,0.000,0.455,0.593
1780256630108,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.146,0.000,0.455,0.601
1780256630146,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.000,0.009,0.138,0.000,0.463,0.601
1780256630188,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.138,0.000,0.455,0.593
1780256630221,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.138,0.000,0.463,0.601
1780256630271,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.472,0.610
1780256630316,0.003,0.000,0.003,0.003,0.000,0.003,0.000,0.003,0.015,0.138,0.000,0.455,0.593
1780256630347,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.146,0.000,0.455,0.601
1780256630425,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.138,0.000,0.463,0.601
1780256630497,0.503,0.287,0.444,0.324,0.003,0.000,0.003,0.003,1.567,0.138,0.000,0.748,0.886
1780256630550,1.501,1.396,1.221,1.159,0.000,0.000,0.003,0.003,5.283,0.130,0.000,1.644,1.774
1780256630590,2.052,1.786,1.851,1.818,0.000,0.003,0.003,0.000,7.513,0.130,0.000,2.572,2.702
1780256630637,2.493,2.219,2.172,2.372,0.000,0.003,0.003,0.000,9.262,0.122,0.000,3.174,3.296
1780256630668,2.485,2.259,2.044,2.216,0.000,0.000,0.007,0.000,9.011,0.130,0.000,3.133,3.263
1780256630711,2.325,2.150,1.986,2.227,0.000,0.000,0.003,0.000,8.691,0.130,0.000,3.215,3.345
1780256630747,2.332,2.110,1.939,2.052,0.000,0.000,0.000,0.000,8.433,0.138,0.000,3.133,3.271
1780256630803,2.052,1.902,1.764,1.771,0.000,0.000,0.003,0.003,7.495,0.138,0.000,2.873,3.011
1780256630843,1.450,1.301,1.108,1.366,0.000,0.000,0.003,0.003,5.231,0.146,0.000,1.790,1.936
1780256630881,0.907,0.831,0.736,0.761,0.000,0.000,0.003,0.003,3.241,0.138,0.000,1.416,1.554
1780256630966,0.758,0.710,0.528,0.645,0.003,0.003,0.003,0.000,2.650,0.138,0.000,1.180,1.318
1780256631023,0.772,0.783,0.608,0.721,0.000,0.000,0.003,0.000,2.887,0.138,0.000,1.204,1.342
1780256631072,0.164,0.215,0.142,0.215,0.003,0.003,0.003,0.000,0.745,0.146,0.000,0.675,0.821
1780256631112,0.018,0.021,0.014,0.018,0.000,0.003,0.003,0.003,0.080,0.138,0.000,0.496,0.634
1780256631152,0.003,0.003,0.003,0.007,0.000,0.000,0.003,0.000,0.019,0.138,0.000,0.455,0.593
1780256631186,0.003,0.003,0.003,0.003,0.003,0.000,0.000,0.000,0.015,0.138,0.000,0.463,0.601
1780256631228,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.003,0.018,0.138,0.000,0.463,0.601
1780256631277,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.138,0.000,0.488,0.626
1780256631314,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.480,0.618
1780256631349,0.003,0.000,0.007,0.007,0.000,0.000,0.003,0.003,0.023,0.138,0.000,0.463,0.601
1780256631380,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.000,0.012,0.138,0.000,0.472,0.610
1780256631463,0.965,0.929,0.867,0.947,0.000,0.003,0.003,0.000,3.714,0.138,0.000,1.025,1.163
1780256631539,0.958,0.885,0.747,0.911,0.003,0.000,0.003,0.003,3.510,0.138,0.000,1.025,1.163
1780256631595,0.134,0.185,0.131,0.207,0.000,0.007,0.003,0.000,0.667,0.138,0.000,0.545,0.683
1780256631634,0.021,0.014,0.010,0.018,0.000,0.000,0.003,0.000,0.066,0.146,0.000,0.463,0.609
1780256631676,0.003,0.003,0.003,0.007,0.000,0.000,0.003,0.000,0.019,0.138,0.000,0.447,0.585
1780256631726,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.016,0.138,0.000,0.447,0.585
1780256631760,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.138,0.000,0.455,0.593
1780256631799,0.003,0.003,0.000,0.007,0.000,0.000,0.003,0.003,0.019,0.138,0.000,0.463,0.601
1780256631835,0.000,0.000,0.003,0.003,0.003,0.000,0.003,0.000,0.012,0.138,0.000,0.455,0.593
1780256631878,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.146,0.000,0.455,0.601
1780256631910,0.000,0.003,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.138,0.000,0.455,0.593
1780256631988,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.138,0.000,0.439,0.577
1780256632056,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.138,0.000,0.463,0.601
1780256632098,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256632132,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.003,0.018,0.138,0.000,0.463,0.601
1780256632162,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.463,0.601
1780256632201,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256632236,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.447,0.585
1780256632276,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.472,0.610
1780256632308,0.003,0.003,0.000,0.003,0.000,0.003,0.003,0.003,0.018,0.138,0.000,0.472,0.610
1780256632351,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.463,0.601
1780256632384,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.007,0.013,0.138,0.000,0.447,0.585
1780256632429,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.447,0.585
1780256632514,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.138,0.000,0.455,0.593
1780256632584,0.003,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.009,0.138,0.000,0.455,0.593
1780256632639,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.447,0.585
1780256632673,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.488,0.626
1780256632712,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.006,0.138,0.000,0.463,0.601
1780256632746,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.003,0.015,0.138,0.000,0.447,0.585
1780256632798,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256632834,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.463,0.601
1780256632881,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.447,0.585
1780256632919,0.000,0.000,0.000,0.003,0.003,0.003,0.003,0.003,0.015,0.138,0.000,0.455,0.593
1780256632963,0.000,0.000,0.000,0.007,0.000,0.003,0.000,0.000,0.010,0.138,0.000,0.455,0.593
1780256633036,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.138,0.000,0.496,0.634
1780256633090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.138,0.000,0.472,0.610
1780256633128,0.003,0.003,0.000,0.007,0.000,0.003,0.000,0.000,0.016,0.138,0.000,0.472,0.610
1780256633163,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.463,0.601
1780256633194,0.000,0.000,0.000,0.003,0.003,0.003,0.003,0.003,0.015,0.138,0.000,0.447,0.585
1780256633239,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.003,0.009,0.138,0.000,0.447,0.585
1780256633295,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.138,0.000,0.447,0.585
1780256633329,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.138,0.000,0.447,0.585
1780256633373,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.455,0.593
1780256633407,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.447,0.585
1780256633447,0.000,0.000,0.000,0.003,0.003,0.003,0.003,0.000,0.012,0.138,0.000,0.455,0.593
1780256633483,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.013,0.138,0.000,0.447,0.585
1780256633566,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256633628,0.000,0.003,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.138,0.000,0.455,0.593
1780256633675,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256633710,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.455,0.593
1780256633749,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.447,0.585
1780256633790,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.472,0.610
1780256633831,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.463,0.601
1780256633879,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.447,0.585
1780256633914,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.138,0.000,0.439,0.577
1780256633960,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.015,0.138,0.000,0.439,0.577
1780256634006,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.431,0.569
1780256634094,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.447,0.585
1780256634165,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.138,0.000,0.455,0.593
1780256634208,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.146,0.000,0.455,0.601
1780256634244,0.000,0.000,0.000,0.007,0.003,0.000,0.003,0.003,0.016,0.138,0.000,0.455,0.593
1780256634284,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.472,0.610
1780256634324,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.138,0.000,0.472,0.610
1780256634355,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256634396,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.447,0.585
1780256634449,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.455,0.593
1780256634485,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.455,0.593
1780256634521,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.138,0.000,0.447,0.585
1780256634600,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.447,0.585
1780256634635,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.447,0.585
1780256634685,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.447,0.585
1780256634741,0.000,0.000,0.000,0.003,0.003,0.007,0.003,0.007,0.023,0.138,0.000,0.455,0.593
1780256634772,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.447,0.585
1780256634821,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.472,0.610
1780256634876,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.447,0.585
1780256634910,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.138,0.000,0.439,0.577
1780256634961,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.138,0.000,0.480,0.618
1780256634998,0.000,0.007,0.000,0.003,0.000,0.003,0.003,0.000,0.016,0.138,0.000,0.480,0.618
1780256635036,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.138,0.000,0.504,0.642
1780256635112,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.496,0.634
1780256635163,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.138,0.000,0.496,0.634
1780256635209,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.488,0.626
1780256635260,0.000,0.000,0.007,0.003,0.000,0.000,0.003,0.003,0.016,0.138,0.000,0.488,0.626
1780256635296,0.000,0.000,0.000,0.003,0.003,0.003,0.003,0.000,0.012,0.138,0.000,0.480,0.618
1780256635335,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.138,0.000,0.455,0.593
1780256635371,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.138,0.000,0.447,0.585
1780256635411,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.463,0.601
1780256635441,0.000,0.000,0.000,0.007,0.000,0.007,0.003,0.000,0.017,0.138,0.000,0.455,0.593
1780256635488,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.455,0.593
1780256635517,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256635559,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.012,0.138,0.000,0.455,0.593
1780256635634,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256635690,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.447,0.585
1780256635737,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.447,0.585
1780256635804,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.463,0.601
1780256635839,0.000,0.000,0.000,0.003,0.003,0.003,0.003,0.003,0.015,0.138,0.000,0.455,0.593
1780256635882,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.447,0.585
1780256635920,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.447,0.585
1780256635960,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.439,0.577
1780256636003,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.447,0.585
1780256636043,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.447,0.585
1780256636096,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.455,0.593
1780256636182,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.003,0.009,0.138,0.000,0.455,0.593
1780256636242,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.472,0.610
1780256636284,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.138,0.000,0.455,0.593
1780256636322,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.138,0.000,0.463,0.601
1780256636352,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.138,0.000,0.472,0.610
1780256636394,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.455,0.593
1780256636423,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.138,0.000,0.447,0.585
1780256636458,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.455,0.593
1780256636488,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.138,0.000,0.447,0.585
1780256636533,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.138,0.000,0.455,0.593
1780256636562,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.463,0.601
1780256636601,0.003,0.000,0.003,0.003,0.000,0.003,0.000,0.003,0.015,0.138,0.000,0.463,0.601
1780256636666,0.000,0.000,0.000,0.003,0.000,0.003,0.007,0.003,0.016,0.138,0.000,0.439,0.577
1780256636717,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.439,0.577
1780256636773,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.455,0.593
1780256636832,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.463,0.601
1780256636865,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.138,0.000,0.463,0.601
1780256636903,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.439,0.577
1780256636933,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.447,0.585
1780256636976,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.138,0.000,0.455,0.593
1780256637006,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.447,0.585
1780256637054,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.012,0.138,0.000,0.455,0.593
1780256637090,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.138,0.000,0.455,0.593
1780256637139,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.138,0.000,0.455,0.593
1780256637196,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.138,0.000,0.455,0.593
1780256637250,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.138,0.000,0.447,0.585
1780256637314,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.146,0.000,0.455,0.601
1780256637355,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.138,0.000,0.472,0.610
