wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,floodgate_A
1780275314543,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275314578,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275314608,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275314644,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275314673,0.003,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.009,0.606
1780275314725,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275314776,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275314864,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.007,0.016,0.606
1780275314900,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.003,0.016,0.679
1780275314933,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275314961,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275314999,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275315032,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275315069,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.606
1780275315096,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.630
1780275315131,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275315166,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275315206,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.606
1780275315270,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275315318,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275315422,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275315455,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275315492,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275315524,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.606
1780275315573,0.364,0.287,0.313,0.320,0.000,0.000,0.003,0.000,1.287,0.703
1780275315623,4.363,3.929,4.129,4.049,0.000,0.000,0.003,0.000,16.473,5.188
1780275315656,5.970,5.128,5.791,5.653,0.000,0.000,0.000,0.000,22.542,10.861
1780275315696,5.146,5.194,6.670,6.185,0.000,0.000,0.003,0.000,23.198,21.115
1780275315732,4.610,5.008,5.832,5.587,0.000,0.000,0.003,0.000,21.040,18.667
1780275315796,3.269,3.382,4.468,4.578,0.000,0.000,0.003,0.000,15.700,14.424
1780275315851,1.523,1.622,2.391,2.522,0.000,0.000,0.003,0.000,8.061,7.418
1780275315958,0.021,0.032,0.029,0.040,0.000,0.000,0.003,0.000,0.125,0.630
1780275315993,0.007,0.010,0.010,0.014,0.000,0.000,0.003,0.000,0.044,0.703
1780275316033,0.003,0.003,0.003,0.007,0.000,0.000,0.003,0.003,0.022,0.848
1780275316063,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.727
1780275316104,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.015,0.727
1780275316135,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.727
1780275316169,0.007,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.017,0.703
1780275316202,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.703
1780275316242,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.679
1780275316308,0.000,0.000,0.003,0.003,0.000,0.000,0.007,0.003,0.016,0.630
1780275316359,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275316471,0.000,0.003,0.003,0.003,0.000,0.000,0.007,0.000,0.016,0.606
1780275316507,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.630
1780275316545,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.630
1780275316575,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275316618,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.630
1780275316643,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.679
1780275316677,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275316703,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275316741,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.630
1780275316771,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275316830,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275316888,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275316986,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275317020,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275317057,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275317082,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.630
1780275317116,0.000,0.000,0.003,0.003,0.000,0.000,0.007,0.003,0.016,0.630
1780275317146,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.606
1780275317184,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.679
1780275317211,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.630
1780275317246,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275317279,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275317326,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275317365,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275317419,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.630
1780275317523,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275317565,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.630
1780275317598,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275317635,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275317666,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275317714,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275317745,0.007,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.017,0.606
1780275317787,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275317845,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275317878,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275317928,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275318035,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275318067,0.003,0.000,0.000,0.003,0.003,0.003,0.003,0.000,0.015,0.679
1780275318107,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275318136,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.630
1780275318177,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.606
1780275318207,0.003,0.000,0.003,0.003,0.000,0.000,0.007,0.000,0.016,0.630
1780275318252,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275318287,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275318345,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275318383,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.630
1780275318433,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275318538,0.003,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.012,0.606
1780275318571,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275318609,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275318635,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.679
1780275318672,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275318697,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275318733,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275318769,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275318807,0.000,0.003,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.679
1780275318850,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275318881,0.000,0.000,0.003,0.007,0.000,0.000,0.003,0.000,0.013,0.606
1780275318912,0.000,0.003,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.606
1780275318964,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275319048,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.703
1780275319076,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275319107,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275319132,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.679
1780275319167,0.000,0.003,0.000,0.007,0.003,0.000,0.003,0.000,0.016,0.679
1780275319197,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.630
1780275319240,0.010,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.016,0.606
1780275319271,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275319311,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.679
1780275319374,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275319402,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.679
1780275319439,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.006,0.630
1780275319496,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275319610,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275319641,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275319677,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.630
1780275319710,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275319761,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275319797,0.003,0.000,0.003,0.007,0.000,0.000,0.003,0.000,0.016,0.630
1780275319836,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.679
1780275319891,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.015,0.630
1780275319919,0.003,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.009,0.630
1780275319952,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.606
1780275319991,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275320050,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275320145,0.000,0.003,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.630
1780275320179,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275320210,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275320238,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275320273,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.006,0.630
1780275320306,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275320336,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275320369,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275320415,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275320445,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275320477,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.606
1780275320514,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.679
1780275320550,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.679
1780275320614,0.003,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.009,0.630
1780275320672,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275320707,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275320745,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275320770,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275320810,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275320838,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.679
1780275320878,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.679
1780275320918,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.630
1780275320951,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.630
1780275320978,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275321015,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275321053,0.003,0.000,0.000,0.003,0.000,0.003,0.007,0.003,0.019,0.606
1780275321089,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.703
1780275321154,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275321221,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275321249,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275321287,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.606
1780275321313,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.006,0.679
1780275321358,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275321386,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275321438,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275321468,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275321501,0.000,0.003,0.000,0.003,0.003,0.000,0.003,0.000,0.012,0.630
1780275321531,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.000,0.015,0.606
1780275321600,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275321666,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275321742,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.606
1780275321770,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275321817,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275321851,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.630
1780275321893,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.006,0.630
1780275321937,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.679
1780275321981,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275322033,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275322071,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275322109,0.003,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.009,0.679
1780275322173,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.679
1780275322235,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.606
1780275322269,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.630
1780275322316,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275322352,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275322385,0.000,0.003,0.000,0.003,0.000,0.007,0.003,0.000,0.016,0.630
1780275322410,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275322464,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275322491,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275322528,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.606
1780275322559,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275322607,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275322639,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.003,0.018,0.630
1780275322707,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.679
1780275322782,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275322812,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.606
1780275322856,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.630
1780275322885,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.630
1780275322932,0.000,0.000,0.003,0.003,0.003,0.000,0.003,0.003,0.015,0.606
1780275322979,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275323011,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275323047,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275323104,0.000,0.003,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.606
1780275323147,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.606
1780275323210,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275323243,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.606
1780275323314,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.000,0.006,0.606
1780275323352,0.003,0.000,0.007,0.003,0.000,0.000,0.003,0.000,0.016,0.606
1780275323394,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275323421,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275323464,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275323527,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275323560,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275323605,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275323654,0.007,0.000,0.000,0.003,0.000,0.003,0.003,0.003,0.019,0.630
1780275323713,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275323737,0.000,0.000,0.007,0.000,0.000,0.000,0.003,0.003,0.013,0.606
1780275323774,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275323870,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275323899,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.679
1780275323933,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.606
1780275323960,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275324003,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275324047,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.679
1780275324080,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.606
1780275324111,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.630
1780275324160,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.606
1780275324221,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.679
1780275324251,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275324286,0.003,0.000,0.007,0.003,0.000,0.000,0.003,0.000,0.016,0.606
1780275324328,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275324396,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.630
1780275324432,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.630
1780275324466,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.679
1780275324488,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.007,0.630
1780275324518,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.679
1780275324556,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.606
1780275324595,0.000,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.010,0.630
1780275324620,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.703
1780275324661,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275324689,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275324750,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.630
1780275324780,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.013,0.679
1780275324822,0.222,0.156,0.164,0.204,0.000,0.003,0.000,0.003,0.752,0.679
1780275324890,4.490,4.224,5.143,5.270,0.000,0.000,0.003,0.000,19.130,10.764
1780275324926,3.375,3.422,7.016,5.846,0.000,0.000,0.003,0.000,19.662,13.188
1780275324971,2.515,4.067,8.201,7.665,0.000,0.000,0.003,0.000,22.451,18.909
1780275324998,2.598,4.268,7.935,7.049,0.000,0.000,0.003,0.000,21.853,19.394
1780275325031,1.979,3.127,7.548,6.958,0.000,0.000,0.000,0.000,19.612,17.697
1780275325071,1.574,3.397,7.140,6.382,0.000,0.000,0.003,0.003,18.499,16.000
1780275325111,2.351,3.838,6.597,5.573,0.000,0.000,0.003,0.000,18.362,16.097
1780275325137,2.478,3.287,6.105,5.256,0.000,0.000,0.003,0.000,17.129,14.788
1780275325185,2.562,3.207,5.689,4.949,0.003,0.000,0.003,0.000,16.413,14.352
1780275325210,2.584,3.655,5.347,4.486,0.000,0.000,0.000,0.000,16.072,13.939
1780275325273,2.216,2.628,4.107,4.104,0.000,0.003,0.003,0.000,13.061,11.321
1780275325310,2.474,1.341,2.314,4.239,0.000,0.000,0.003,0.000,10.371,10.594
1780275325358,3.878,2.504,2.154,3.623,0.000,0.000,0.003,0.003,12.165,6.909
1780275325433,4.049,4.501,4.483,2.197,0.000,0.003,0.003,0.000,15.236,8.848
1780275325481,3.510,5.664,7.811,2.026,0.000,0.003,0.003,0.000,19.017,10.909
1780275325516,3.776,6.400,7.647,1.673,0.000,0.000,0.000,0.003,19.499,14.303
1780275325549,3.160,8.110,5.427,1.651,0.000,0.000,0.003,0.000,18.351,15.176
1780275325610,2.872,5.919,7.537,2.234,0.000,0.000,0.003,0.000,18.565,15.418
1780275325642,2.784,6.415,6.254,2.245,0.000,0.000,0.003,0.000,17.701,14.570
1780275325688,2.555,6.061,6.841,2.026,0.000,0.000,0.003,0.000,17.486,14.352
1780275325723,2.715,5.445,6.695,2.427,0.000,0.000,0.003,0.000,17.285,15.055
1780275325775,2.781,5.343,5.627,2.205,0.000,0.000,0.003,0.000,15.959,13.939
1780275325811,0.900,2.343,2.121,1.312,0.000,0.000,0.003,0.000,6.679,10.255
1780275325846,0.182,0.499,0.455,0.258,0.000,0.000,0.003,0.000,1.397,1.818
1780275325873,0.040,0.112,0.105,0.058,0.000,0.000,0.003,0.000,0.318,0.679
1780275325942,0.003,0.007,0.010,0.003,0.000,0.000,0.003,0.000,0.026,0.630
1780275325973,0.003,0.003,0.007,0.003,0.003,0.000,0.003,0.000,0.022,0.606
1780275326012,0.003,0.003,0.003,0.003,0.003,0.000,0.003,0.000,0.018,0.606
1780275326045,0.003,0.003,0.003,0.007,0.000,0.000,0.003,0.000,0.019,0.630
1780275326084,0.007,0.003,0.003,0.007,0.000,0.000,0.003,0.000,0.023,0.630
